rf_id,or_name,exec_dt,ack_dt
156870627,"E. HELLER & COMPANY, INC.",2000-03-13,
156940104,"UTAH, UNIVERSITY OF",2004-08-05,
156950326,ROCHE DIAGNOSTICS GMBH,2005-02-01,
157180453,"PROMEX, INC.",2004-02-01,
157290001,"CONCORDE MICROSYSTEMS, INC.",2005-03-03,
157320593,"CONCORDE MICROSYSTEMS, INC.",2005-03-03,
157480540,"DEUTMEYER, KURT M.",2005-02-22,
157550947,"KARR, RONALD S.",2004-08-09,
157550947,"ARUMUGHAM, KALAIVANI",2004-07-13,
157550947,"DHAVALE, POONAM",2004-08-13,
157660619,INTERMEC TECHNOLOGIES CORPORATION,1999-07-21,
157810825,"MANYAM, UPENDRA H.",2005-03-15,
157810825,"TANKALA, KANISHKA",2005-03-15,
157810825,"JACOBSON, NILS",2005-03-15,
157880453,"UNOVA, INC.",2005-03-17,
157880567,"PIVIA, INC.",2005-01-20,
157880684,"STATSIGNAL SYSTEMS, INC.",2004-04-19,
157970869,"CREO AMERICAS, INC., AS SUCCESSOR-IN-INTEREST TO IRIS GRAPHICS, INC., A DELAWARE CORP.",2004-06-24,
158010054,"ROUX LABORATORIES, INC.",2004-09-13,
158100756,"BACKSAVER, INC.",2001-11-16,
158200317,"GENERAL MILLS, INC.",2005-02-11,
158510025,STEMCO DELAWARE LP,2005-01-01,
158530296,"ZAHNISER, DAVID",2005-03-23,
158730336,"AT SYSTEMS TECHNOLOGIES, INC.",2004-09-24,
158780116,"PESOK, ARON",2004-08-27,
158960774,"FORD, JAMES D.",2005-03-09,
159080991,"NTH DEGREE SOFTWARE, INC., A DELAWARE CORPORATION",2000-02-01,
159150109,VERITAS SOFTWARE CORPORATION,2004-10-13,
159150122,VERITAS SOFTWARE CORPORATION,2004-10-13,
159150149,VERITAS SOFTWARE CORPORATION,2004-10-13,
159150178,VERITAS SOFTWARE CORPORATION,2004-10-13,
159160988,"GOBLE, E. MORLOWE",2003-06-12,
159160988,"FALLIN, T. WADE",2004-06-12,
159160988,"GARDNER, KENNETH J.",2004-09-27,
159180192,"NTH DEGREE SOFTWARE, INC., A NEVADA CORPORATION",2000-02-01,
159230470,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240745,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240747,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240754,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240756,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240867,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240869,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240871,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240875,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240877,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240879,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240893,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240899,VERITAS SOFTWARE CORPORATION,2004-10-13,
159240908,VERITAS SOFTWARE CORPORATION,2004-10-13,
159250564,"HENRY, G. GLENN",2004-04-24,
159250564,"HOOKER, RODNEY E.",2004-04-24,
159250564,"PARKS, TERRY",2004-04-24,
159260404,VERITAS SOFTWARE CORPORATION,2004-10-13,
159260417,VERITAS SOFTWARE CORPORATION,2004-10-13,
159260884,"PRYOR, JR., ERNEST B.",2005-02-24,
159260884,"LARSEN, ATLE",2005-02-24,
159260884,"STAMPER, III, GEORGE WILLIAM",2005-03-15,
159260884,"BOHANNON, JR., JOHN ROBERT",2005-02-24,
159260884,"BRANSON, III, BENJAMIN HENRY",2005-02-24,
159260884,"WILLIAMS, BRIAN PAUL",2005-02-24,
159330437,VERITAS SOFTWARE CORPORATION,2004-10-13,
159330595,VERITAS SOFTWARE CORPORATION,2004-10-13,
159350872,VERITAS SOFTWARE CORPORATION,2004-10-13,
159350897,VERITAS SOFTWARE CORPORATION,2004-10-13,
159470179,"CLOPP, MATHEW",2004-10-04,
159550839,"ATEN TECHNOLOGY, INC.",2005-03-14,
159640639,VERITAS SOFTWARE CORPORATION,2004-10-29,
159710396,"CFV PRODUCTS, INC.",1998-09-02,
159720148,"PETRELLA, EUGENIO C.",1997-12-10,
159720148,"PANTOLIANO, MICHAEL W.",1997-11-24,
159720148,"RHIND, ALEXANDER W.",1997-12-23,
159720148,"SALEMME, FRANCIS R.",1997-11-24,
159720148,"SPRINGER, BARRY A.",1997-11-24,
159720887,INTERMEC IP CORP.,2005-05-06,
159750922,"WILLIAMSON, WARREN P., IV",1999-08-27,
159750981,"ORTIZ, MARK S.",1999-08-31,
159760001,KINETICS CORP.,1999-07-25,
159760001,"IDX MEDICAL, LTD",1999-07-19,
159760017,GUIDANT CORPORATION,1999-09-30,
159800930,HEWLETT-PACKARD COMPANY,2005-02-03,
159800930,AGILENT TECHNOLOGIES INC.,2004-02-05,
159800930,"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",2005-01-19,
159830227,"LEE, IV, ALBERT L.",2004-11-08,
159830227,"GROH, WILLIAM S.",2004-11-08,
159910482,"PROMEX, INC.",2005-02-01,
160170717,INTERMEC TECHNOLOGIES CORPORATION,2004-11-22,
160370366,QNX SOFTWARE SYSTEMS LTD.,2004-10-23,
160380037,QNX SOFTWARE SYSTEMS LTD.,2004-10-23,
160410120,"CONEXANT SYSTEMS, INC.",2003-06-27,
160480032,"GRUDININ, ANATOLY B.",2000-08-10,
160480032,"PAYNE, DAVE N.",2000-08-10,
160480032,"TURNER, PAUL N.",2000-08-10,
160480032,"NILSSON, LARS J.A.",2000-08-10,
160480032,"ZERVAS, MICHAEL N.",2000-08-10,
160480032,"IBSEN, MORTON",2000-08-10,
160480032,"DURKIN, MICHAEL K.",2000-08-14,
160480137,"THOMAS, GORDON D.",2005-03-21,
160480137,"ZIEKER, SCOTT",2005-03-21,
160490027,"SCHAFER, RAYMOND CHARLES",2004-09-27,
160530077,"MARASLIGILLER, ARES",2005-03-21,
160530077,"PHILLIPS, JASON",2005-03-21,
160530077,"DHURU, YASHODHAN",2005-03-21,
160590357,"BANKS CORPORATION, FORMERLY KNOWN AS BANKS LUMBER CO. INC.",2005-05-20,
160870559,"FEMMEPHARMA, INC.",2005-04-14,
160870758,DYSON LIMITED,2004-09-15,
160910417,"MCGRADY, R. MICHAEL",2005-02-18,
160910431,"FREDERICK, DAVID T.",2005-03-08,
160910431,"MICHAEL, JAMES A.",2005-03-08,
160910720,INTEGRATED TECHNOLOGIES ENGINEERING,2005-03-21,
160960323,"LIBBY, PERSZYK, KATHAMAN, INC.",2005-03-21,
160970264,IT WORX EGYPT CO. S.A.E.,2004-09-22,
161060901,"ISAACS, WILLIAM B.",2004-12-21,
161090340,"LUCY, MATTHEW C.",2004-12-03,
161250566,AVAYA TECHNOLOGY CORP.,2004-01-29,
161330808,"KAPLAN, DAVID",2005-03-01,
161330808,"DIORIO, CHRISTOPHER J.",2005-03-10,
161350597,"VASCULAR ARCHITECTS, INC.",2004-08-25,
161530951,"UNION PLANTERS BANK, NATIONAL ASSOCIATION",2005-05-16,
161640952,"RICH, IVAN N.",2005-06-15,
161690980,"KIRK, WILLIAM E.",2005-01-19,
161720879,"SYRACUSE BIOANALYTICAL, INC.",2005-01-13,
161760211,INTERMEC SCANNER TECHNOLOGY CENTER,2005-06-13,
161760824,"BUSSMAN, WESLEY R.",2005-01-04,
161760824,"WAIBEL, RICHARD T.",2005-01-06,
161760824,"BAUKAL, JR., CHARLES E.",2005-01-04,
161760824,"RUIZ, ROBERTO",2004-12-07,
161760824,"CHUNG, I-PING",2005-01-04,
161760824,"CHELLAPPAN, SELLAMUTHU G.",2005-01-10,
161820771,"WASICEK, LARRY",2003-10-06,
161940774,PVAXX TECHNOLOGIES LIMITED,2003-07-09,
161950282,"MICHELSON, GARY KARLIN",2005-05-17,
161950282,"KARLIN TECHNOLOGY, INC.",2005-05-17,
162040173,"ZELDIS, JEROME B.",2004-06-22,
162070703,"SCHIFFMAN, RHETT M.",2005-05-09,
162260765,"BECHTEL BWXT IDAHO, LLC",2005-02-01,
162370161,INTERMEC TECHNOLOGIES CORPORATION,1999-07-21,
162620849,"ZADOYAN, RUBEN",2004-11-24,
162620849,"HOLLAND, GUY V.",2004-11-24,
162620849,"BOR, ZOLT",2005-01-16,
162620849,"BOUVIER, MARCEL",2004-11-30,
162740141,INTERMEC IP CORP.,2005-07-15,
162850241,UNIVERSITY OF VIRGINIA,2005-06-08,
162890965,MALLINCKRODT INC.,2005-04-04,
162900842,"STASI, PERRY B.",2004-12-30,
162900842,"KEEFE, PETER D.",2004-12-28,
163070651,"MORLEY, CATHERINE A.",2005-03-01,
163070651,"SPONHOLZ, MARK P.",2005-03-14,
163070651,"YOUNG, STEVEN R.",2005-03-01,
163070651,"FANK, STEVEN A.",2005-03-03,
163070651,"BJORSTROM, JACOB D.",2005-03-02,
163100260,"FRY, DARRIN",2005-02-10,
163100260,"LIN, ANGELA",2005-02-11,
163100260,"DONOHOE, DAVID",2005-02-11,
163510447,"LAXMAN, RAVI K.",2005-05-06,
163770140,"E. HELLER & COMPANY, INC.",2000-03-13,
163860632,E. HELLER & COMPANY,2000-11-09,
164000892,"BORKAN, WILLIAM",1997-03-04,
164020187,"BORKAN, WILLIAM",1997-03-04,
164070082,"WEINERT, STEFAN",2005-03-15,
164180873,"DATEX-OHMEDA, INC.",2004-03-19,
164180980,"SCHWARTZ ELECTRO-OPTICS, INC.",2003-11-12,
164270432,"SCION VALLEY, INC.",2003-08-15,
164360323,"SUPRANOWICZ, RONALD",2005-08-23,
164360323,"BELFANCE, JOHN",2005-08-18,
164460292,FISHER & PAYKEL APPLIANCES LIMITED,2005-08-19,
164460566,"BERGER, CONSTANCE F.",2005-05-02,
164610664,INTERWRAP INC.,2005-06-29,
164800234,"WALLACE, CHARLES L.",1997-05-30,
164800234,"SANBORN, WARREN G.",1997-05-23,
164800234,"ARNETT, DAVID",1997-06-25,
164800234,"BUTTERBRODT, JAY",1997-07-31,
164800234,"FERGUSON, HOWARD L.",1997-07-18,
164800847,"PILLSBURY COMPANY, THE",2005-07-07,
164810436,F5 NETWORKS (ISRAEL) LTD.,2005-06-22,
164890227,"GENERAL MILLS, INC.",2005-07-07,
164890231,"PILLSBURY COMPANY, THE",2005-07-07,
164890668,"HARMATH, MIKLOS",2005-02-28,
165130770,"FIRE KING INTERNATIONAL, LLC, AN INDIANA LIMITED LIABILITY COMPANY",2005-08-12,
165170188,INTERMEC TECHNOLOGIES CORPORATION,2005-07-11,
165190831,"PINHO, GEORGE P.",2005-04-26,
165310538,"CORMIER, STEVEN O.",2004-10-11,
165310538,"GRABB, DENNIS J.",2004-10-11,
165310538,"WILLIAMS, RALPH E.",2004-10-07,
165460520,INTERMEC TECHNOLOGIES CORPORATION,2005-09-16,
165470402,ALLERGAN,2002-06-24,
165470488,"CHANDLER, DON J.",1998-12-15,
165470488,"CHANDLER, VAN S.",1998-12-15,
165470488,"LAMBERT, BETH A.",1998-12-15,
165470488,"ROBER, JANET J.",1998-12-15,
165470488,"PHIPPS, STACIE L.",1998-12-15,
165680573,"SANDHU, RAVINDERPAL SINGH",2005-03-02,
165680573,"SCHOPPERT, BRETT JASON",2005-03-19,
165680573,"GANESAN, RAVI",2005-04-04,
165680573,"BELLARE, MIHIR",2005-04-04,
165680573,"DESA, COLIN JOSEPH",2005-04-04,
165930872,"CONCORDE MICROSYSTEMS, INC.",2004-06-30,
165950102,"SNOW, JOHN MICHAEL",2005-05-02,
165960068,JOHN SNOW & COMPANY PTY LIMITED,2005-05-02,
165960074,"WORBOYS, DAVID JOHN",2005-04-18,
165960074,"SMART, GREGORY SCOTT",2005-04-28,
165960074,"DANTANARAYANA, MUDITHA PRADEEP",2005-04-19,
165960074,"STALLARD, PHILIP THOMAS",2005-05-04,
165960077,"GING, ANTHONY MICHAEL",2005-05-09,
166020083,CP FORMATION LLC,2005-01-02,
166020157,BOHLIN INSTRUMENTS LIMITED,2005-05-09,
166020853,"DELAWARE CAPITAL FORMATION, INC.",2004-12-31,
166100252,"CHALAM, KAKARLA V.",2005-04-25,
166100489,"MYSTERY RANCH, LTD.",2005-09-29,
166210035,"FIRE KING INTERNATIONAL, INC.",2005-07-26,
166210102,"CHALAM, KAKARLA V.",2005-04-25,
166210363,"CTI CONCORDE MICROSYSTEMS, LLC",2004-06-30,
166210852,"OLSON, LARRY R.",2005-09-02,
166210855,"IVF SCIENCES COLORADO, INC.",2001-09-03,
166250800,"TUREK, RICHARD CHARLES",2005-05-26,
166250800,"SCHREMMER, JACALYN MARY",2005-05-26,
166450669,"JP MOBILE OPERATING, L.P.",2005-07-06,
166900213,"ZUREK, PATRICK M.",2005-06-01,
166900213,"DESLOGE, JOSEPH G.",2005-06-01,
167220684,E. I. DU PONT DE NEMOURS AND COMPANY,2005-11-04,
167450822,"SMARTLITE, INC.",2005-03-28,
167690175,CARDIO CONNECTOR CORPORATION,2005-08-19,
167700830,"SOKOLOV, RICHARD",2005-06-13,
167700841,"MOORE, RACHAEL ELIZABETH",2005-06-14,
167700928,"KWOK, PHILIP RODNEY",2005-06-01,
167700928,"HITCHCOCK, ROBIN GARTH",2005-06-01,
167700928,"VELISS, LEE JAMES",2005-06-09,
167700928,"GUNEY, MEMDUH",2005-06-16,
167700928,"LITHGOW, PERRY DAVID",2005-06-16,
167700928,"DARKIN, DONALD",2005-06-18,
167700928,"LYNCH, SUSAN ROBYN",2005-06-01,
167700928,"DANTANARAYANA, MUDITHA PRADEEP",2005-06-08,
167990487,"SHEU, JYH-CHERNG",2005-11-13,
167990487,"GIRIDHARAN, MANAMPATHY G.",2005-05-20,
168000564,SENSUS METERING SYSTEMS-NORTH AMERICA INC.,2005-09-29,
168090994,"AZIMI, MASUD",2005-07-25,
168250660,ORTHO INNOVATIONS LLC,2005-11-15,
168510007,INSTITUT PASTEUR,2003-05-27,
168510007,INSTITUT NATIONALE DE LA SANTE ET DE LA RECHERCHE MEDICALE,2003-05-27,
168620383,"SCHMITT, KLAUS",2005-09-03,
168640619,CARL ZEISS JENA GMBH,2005-08-30,
168640619,"CARL ZEISS MICROIMAGING, INC.",2005-08-30,
168670514,"GERDES, MICHAEL D.",2004-07-22,
168670514,"OLSEN, MICHAEL A.",2005-02-11,
168670514,"COLARELLI, NICHOLAS J., III",2004-07-21,
168670514,"CAORLE, ALBERTO",2004-08-20,
168880118,"HURLEY, TIMOTHY B.",2005-10-18,
168880118,"ULBRECHT, JAN S.",2005-10-18,
168880118,"ZHANG, HUIXIONG",2005-10-18,
169060454,"SHOOK, JAMES GILL",2004-02-02,
169140235,"PILLAI, VIJAY",2003-08-01,
169140235,"HEINRICH, HARLEY KENT",2003-07-29,
169140235,"MARTINEZ, RENE D.",2003-07-29,
169140242,SWAN LABS CORPORATION,2005-10-18,
169140257,"SMALL, GEORGE L., III",2005-10-10,
169360023,UNIPATH LIMITED,2005-12-19,
169450654,"KING, LAEL D.",2005-06-21,
169450654,"BOARDSON, JAMES P.",2005-11-01,
169450664,"KING, LAEL D.",2005-06-21,
169450664,"BOARDSON, JAMES P.",2005-11-01,
169450691,"KING, LAEL D.",2005-06-21,
169450691,"BOARDSON, JAMES P.",2005-11-01,
169520331,"ALLERGAN SALES, LLC",2002-06-24,
169570601,"GROWCOCK, STEVEN LEWIS",2005-09-07,
169570601,"AHLSTROM, THOMAS JOHAN",2005-09-07,
169670952,"PHOENIX SCIENTIFIC, INC.",2005-12-15,
169760048,"CURBELL, INC.",2005-12-31,
169780830,"MULLANI, NIZAR A.",2005-12-29,
170050852,"STRAGIER, MARCEL",2005-09-15,
170080159,"WATSON PHARMACEUTICALS, INC.",2005-11-02,
170110624,"GARDNER, JEFFREY M.",2004-09-24,
170110624,"FRIEDMAN, DAVIDE R.",2004-10-26,
170150910,UNIVERSITY OF WALES COLLEGE OF MEDICINE,2004-11-30,
170280684,"YOUNG, WILLIAM I.",2004-02-24,
170280684,"FOSTER, JOHN K.",2003-12-01,
170320456,PEAK RECREATIONAL PRODUCTS (PARTNERSHIP),2005-04-19,
170340826,BAYER CORPORATION,2005-09-23,
170530165,"DYKEMA, KURT",2005-07-26,
170530165,"BOUWS, BRENT",2005-07-26,
170530702,"WEINGARTEN, ALLAN J.",2005-07-26,
170530702,"SIMMONS, ROBERT D.",2005-07-26,
170570001,"AGILENT TECHNOLOGIES, INC.",2005-12-01,
170570289,"HOFFEND, JR., DONALD A.",2005-08-05,
170570292,"HOFFEND JR., DONALD A.",2005-08-05,
170570304,"HOFFEND, JR., DONALD A.",2005-08-05,
170710844,"HUNT, DONALD F.",2005-12-02,
170710844,"COON, JOSHUA J.",2005-12-14,
170710853,UNIVERSITY OF VIRGINIA,2006-01-17,
170830343,"MARUBENI-ITOCHU TUBULARS AMERICA, INC.",2004-02-27,
170830434,"SENSIDYNE, INC.",2005-11-08,
170890203,"SENSIDYNE, INC.",2005-11-08,
170970627,WATCHFIRE CORPORATION,2005-05-06,
171050022,"ELO TOUCHSYSTEMS, INC.",2005-12-21,
171070662,MINDGUARD LTD. (IN VOLUNTARY LIQUIDATION),2006-01-17,
171160828,"DODGE, DAN",2005-09-29,
171160828,"KANKO, ATTILLA",2005-09-29,
171160828,"MARINEAU-MES, SEBASTIEN",2005-09-29,
171160828,"VAN DER VEEN, PETER",2005-09-29,
171160828,"BURGESS, COLIN",2005-09-29,
171160828,"FLETCHER, THOMAS",2005-11-25,
171160828,"STECHER, BRIAN",2005-09-29,
171250740,"MARTIN, JOHN D.",2006-02-07,
171440888,"PEARSON, JASON CLAY",2006-01-19,
171440888,"WEAVER, MAX ALLEN",2006-01-17,
171440888,"FLEISCHER, JEAN CARROLL",2006-01-17,
171440888,"KING, GREGORY ALAN",2006-01-17,
171440989,EASTMAN CHEMICAL COMPANY,2006-01-26,
171490883,"SCIMED LIFE SYSTEMS, INC.",2004-12-22,
171570446,"ASANO, ICHIRO",2005-10-12,
171600164,"ZHOU, HAO",2005-09-29,
171600164,"MARINEU-MES, SEBASTIEN",2005-09-29,
171600164,"VAN DER VEEN, PETER",2005-09-29,
171600164,"KATHAIL, PRADEEP",2005-12-29,
171600164,"BELAIR, STEVE",2005-12-01,
171690132,"DURA GLOBAL TECHNOLOGIES, INC.",2006-01-04,
171730090,VERITAS SOFTWARE CORPORATION,2005-10-31,
171760112,"VASCULAR ARCHITECTS, INC.",2006-02-13,
171760112,"VENTURE LENDING & LEASING IV, INC.",2006-02-10,
171760182,VERITAS SOFTWARE CORPORATION,2006-02-15,
171760961,"SENTECH MEDICAL SYSTEMS, INC.",2006-02-14,
171900787,ROCHE DIAGNOSTICS GMBH,2005-12-12,
171910717,"SARTOR, JOE DON",2005-10-18,
171910717,"EHR, CHRIS J.",2005-10-20,
171910717,"RESCHKE, ARLEN J.",2005-10-17,
171960986,"CHRISTENSEN, JOHN M.",2006-02-15,
171960986,"SMISSON, III, HUGH F.",2005-10-09,
171960986,"CARTLEDGE, RICHARD G.",2005-08-19,
171960986,"IACONIS, JOHN M.",2005-06-02,
171960986,"JERRELL, JEFFREY W.",2005-06-09,
171960986,"KOLTZ, MICHAEL L.",2005-06-01,
171960986,"YORK, FREDERICK J.",2005-06-10,
171960986,"RANIER, BRADFORD J.",2005-06-01,
171990098,"PARNABY, ROBIN",2006-01-12,
171990098,"ANTHONY, DAVID W.",2006-01-12,
171990098,"CHO, MATTHEW",2006-01-12,
172010535,"PIEPER, TOBID",2006-02-22,
172060666,"AGILENT TECHNOLOGIES, INC.",2005-12-01,
172070020,"AGILENT TECHNOLOGIES, INC.",2005-12-01,
172230102,WMR E-PIN LLC,2006-02-06,
172230741,NOVARTIS FINANCE CORPORATION,2004-03-01,
172230753,NOVARTIS FINANCE CORPORATION,2004-03-01,
172240289,"RADIONICS, INC.",2000-11-08,
172570983,"KLINGBERG, TORKEL",2006-01-04,
172750109,THE UNIVERSITY OF SOUTHAMPTON,2005-11-23,
172840300,"NAVARRO, RICHARD R.",2002-05-21,
172840300,"ALBERT, MORTON B.",2002-05-21,
172840300,"THEKEN, RANDALL R.",2002-05-21,
172850303,"SKENE, BRYAN D.",2006-02-21,
172850303,"THORNEWELL, PETER M.",2006-02-21,
172970505,"CESAR, CHRISTIAN L.",1996-05-07,
172970511,INTERNATIONAL BUSINESS MACHINES CORPORATION,1997-12-18,
172970516,"UNOVA, INC.",1999-01-26,
172970789,ANGIOTECH BIOMATERIALS CORPORATION,2005-11-02,
172970817,"JC TECHNOLOGIES, INC.",2003-08-06,
172990010,ANGIOTECH BIOMATERIALS CORPORATION,2005-11-02,
173030081,SENSUS METERING SYTEMS GMBH HANNOVER,2005-11-22,
173120725,"SANCHEZ, MANUEL A. OLIVOS",2004-02-24,
173210680,"JC TECHNOLOGIES, INC.",2003-08-06,
173320977,"SYKA, JOHN E.P.",2006-03-17,
173320996,"SYKA, JOHN E.P.",2006-03-17,
173360885,"HAND HELD PRODUCTS-NC, INC.",2006-02-14,
173370089,"GOVARI, ASSAF",2006-02-22,
173370089,"ALTMANN, ANDRES CLAUDIO",2006-02-22,
173370089,"SCHWARTZ, YITZHACK",2006-02-22,
173370089,"EPHRATH, YARON",2006-02-22,
173410224,"LAMBARTH, CLIFFORD E.",2005-06-24,
173410224,"SOUKE, CHAD",2005-06-24,
173410224,"GATTO, TODD",2005-06-28,
173410224,"COLVIN, JOSHUA C.",2005-06-24,
173410224,"NAHAVANDI, KUROSH",2005-06-24,
173410224,"KNEEN, JASON",2005-06-24,
173410224,"STEFFLER, MICHAEL W.",2005-06-24,
173410224,"WAY, CHRISTOPHER B.",2005-06-24,
173410224,"MORTON, GARY",2005-06-24,
173410224,"REED, DENNIS A.",2005-06-24,
173410224,"CONTROL SOLUTIONS, INCORPORATED",2005-06-24,
173410224,"TWISTHINK, L.L.C.",2006-03-10,
173440493,"ROPINTASSCO HOLDINGS, L.P.",2006-03-17,
173440493,"ROPINTASSCO 7, LLC",2006-03-17,
173510033,INTERNATIONAL BUSINESS MACHINES CORPORATION,1997-12-18,
173510044,"UNOVA, INC.",1999-01-26,
173660096,"FUERST, RORY W.",2006-03-13,
173790526,CORIXA CORPORATION,2005-03-28,
173880032,"MOTOROLA, INC.",2005-07-20,
174050998,VERITAS SOFTWARE CORPORATION,2006-01-03,
174270321,"MASUREKAR, UDAY",2006-04-04,
174270467,NOVO NORDISK A/S,2004-08-20,
174330495,"EXTREME ENGINEERING, INC.",2006-03-13,
174330495,"HUNSUCKER, THOMAS W.",2006-03-13,
174340976,VERITAS SOFTWARE CORPORATION,2006-01-03,
174340997,VERITAS SOFTWARE CORPORATION,2006-01-03,
174360012,VERITAS SOFTWARE CORPORATION,2006-01-03,
174370387,"BRAHO, KEITH",2006-03-14,
174370387,"EL-JAROUDI, AMRO",2006-03-14,
174440465,WILLY RUSCH AG,2006-03-28,
174580077,VERITAS SOFTWARE CORPORATION,2005-12-21,
174710710,"THOMPSON, JEFFREY JOSEPH",2005-11-29,
174760011,DIGITAL PAPER CORPORATION,2005-03-01,
174780294,"CASPER, JEFFREY L.",2006-03-07,
174780294,"OPPENHEIMER, ALAN A.",2006-03-07,
174780294,"ERICKSON, BRADEN",2006-03-07,
174840117,"SMITH, MICHAEL STERLING",2005-11-28,
174840130,"WROBLESKI, DENNIS JOHN",2005-11-28,
175060707,"WRIGHT, KEVIN",2006-01-25,
175060707,"CLANCY, GREG",2006-01-24,
175070348,"ADAMS RESPIRATORY THERAPEUTICS, INC.",2006-04-18,
175070596,AXONN L.L.C.,2006-04-03,
175070946,"VERFUERTH, NEAL R.",2006-03-15,
175150386,"MARRIOTT, PHILIP",2006-02-21,
175150386,"WHITECHURCH, TIMOTHY A.",2006-02-20,
175150386,"BRADFORD, JONATHAN H.",2006-02-21,
175150386,"STRINGER, JIM",2006-02-20,
175370346,FOCAL TECHNOLOGIES CORPORATION,2005-09-25,
175370346,MOOG CANADA CORPORATION,2005-09-25,
175410965,"HEBERT, CHRIS J.",2005-12-07,
175410965,"BOWE, WADE A.",2005-09-27,
175410965,"WOOD, TIMOTHY J.",2005-09-26,
175550217,"NAKFOOR, BRETT A.",2006-04-14,
175620480,INTEGRATED DEVICE TECHNOLOGY INC.,1999-09-20,
175620756,"JU, TZUCHI R.",2006-04-21,
175670626,"JASC SOFTWARE, INC.",2006-05-03,
175760638,"HOFFEND, JR., DONALD A.",2006-04-13,
175920479,"SARTOR, JOE DON",2006-02-14,
175920479,"RESCHKE, ARLEN JAMES",2006-02-09,
175920479,"HEARD, DAVID NICHOLS",2006-02-10,
175920479,"SCHMALTZ, DALE FRANCIS",2006-02-10,
175920479,"PODHAJSKY, RONALD J.",2006-02-09,
175920479,"BUYSSE, STEVEN PAUL",2006-02-10,
175920479,"HUSEMAN, MARK",2006-02-09,
175930609,"SARTOR, JOE DON",2006-02-14,
175930609,"RESCHKE, ARLEN JAMES",2006-02-09,
175930609,"HEARD, DAVID NICHOLS",2006-02-10,
175930609,"SCHMALTZ, DALE FRANCIS",2006-02-10,
175930609,"PODHAJSKY, RONALD J.",2006-02-09,
175930609,"BUYSSE, STEVEN PAUL",2006-02-10,
175930609,"HUSEMAN, MARK",2006-02-09,
175960304,"SHIRE LABORATORIES, INC",2006-04-25,
176060135,"TRYMEDIA SYSTEMS, INC.",2006-05-05,
176190736,"FLASH SEATS, INC.",2006-04-17,
176190818,NEXTRX CORPORATION,2006-01-26,
176190872,NEXTRX CORPORATION,2006-01-26,
176220045,VERITAS SOFTWARE CORPORATION,2006-03-08,
176250087,"PLESS, BENJAMIN D.",2006-05-12,
176310397,"LETZT, ALAN M.",2005-03-22,
176310397,"LEFKOWITZ, JACOB P.",2005-03-22,
176310397,"KASEMAN, DIANNE F.",2006-02-07,
176410199,VERITAS SOFTWARE CORPORATION,2006-03-08,
176460405,"CATANESE, III, JOSEPH",2006-05-05,
176460405,"LAMSON, THEODORE CHARLES",2006-04-25,
176460405,"MAKOWER, JOSHUA",2006-05-05,
176460405,"NAGPURKAR, AMIK",2006-04-25,
176460405,"WALKE, AMRISH JAYPRAKASH",2006-04-26,
176460405,"VIDAL, CLAUDE",2006-04-06,
176460405,"REDMOND, RUSSELL J.",2006-04-06,
176460405,"COLLINSON, MICHAEL",2006-04-06,
176460405,"WELCH, JACQUELINE NERNEY",2006-05-05,
176660852,"BESMAN, MARC",2000-07-11,
176660852,"BJORNSON, ERIK",2000-07-11,
176660852,"JAMEEL, FEROZ",2000-07-11,
176660852,"KASHI, RAMESH",2000-07-11,
176660852,"CARPENTER, JOHN",2000-08-10,
176750199,AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.,2006-01-27,
176750518,AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.,2006-01-27,
176750626,AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.,2005-12-01,
176790891,"KODALI, DHARMA",2006-05-22,
176790891,"FOLSTAD, JENNIFER E.",2006-05-22,
176790891,"POLZIN, MICHAEL R.",2006-05-22,
176790891,"HAESE, TAMRA R.",2006-05-22,
176790891,"NARAYANASWAMY, VENKATACHALAM",2006-05-22,
176790891,"LONERGAN, DENNIS A.",2006-05-22,
176810098,"REITZ, DONALD D.",2006-03-09,
176930523,"VNUS MEDICAL TECHNOLOGIES, INC.",2005-11-02,
177060107,"COREL CORPORATION, LIMITED",2006-05-30,
177060687,INTERGRAPH HARDWARE TECHNOLOGIES,2001-06-01,
177250983,"YOUNG, STEVEN R.",2005-04-07,
177250983,"HAYEN, FREDRICK V.",2005-04-23,
177250983,"HARMALA, JOSHUA J.",2005-04-07,
177320212,"ZHANG, XUBAI",2005-01-17,
177320212,"SENGUPTA, LOUISE",2005-01-17,
177320212,"UNDERHILL, ELIJAH A.",2005-01-25,
