,patent_number,patent_title,patent_date,patent_kind,assignee_id
7807,7698080,Methods and systems for determining sample identity information are disclosed,2010-04-13,B2,578223e6-0d59-49d9-97e1-cd2b4a1bd850
7808,7652761,Methods and systems for laser calibration and eye tracker camera alignment,2010-01-26,B2,cc3f623d-df98-491f-b008-3b8487c2e608
7809,7684027,Methods and systems for wheel balancer weight placement aid,2010-03-23,B2,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
7810,7684665,Methods and systems relating to solid state light sources for use in industrial processes,2010-03-23,B2,1f092f24-60d8-4d4b-881a-8dd119af0223
7811,7744886,Methods for interfering with rank signaling,2010-06-29,B2,0312535f-67d5-491c-91ea-7e3f9e7fe385
7812,7670375,Methods for limiting the movement of material introduced between layers of spinal tissue,2010-03-02,B2,8bdf5023-8363-456b-aa6c-1ca5144b2279
7813,7704915,Methods for preparing coated metal substrates,2010-04-27,B2,a97e6d67-97fc-41a9-8760-2984f99bd940
7814,7700830,Methods for transforming plants to express delta-endotoxins,2010-04-20,B2,4b830300-2405-44ae-8d74-c2166e7f8c41
7815,7740581,Methods of determining concentration of glucose,2010-06-22,B2,9b175d75-45fa-4153-87b5-ed4886188444
7816,7670374,Methods of distracting tissue layers of the human spine,2010-03-02,B2,8bdf5023-8363-456b-aa6c-1ca5144b2279
7817,7659302,"Methods of using (+)-2-[1-(3-ethoxy-4 methoxyphenyl)-2-methylsulfonylethyl]-4 acetylaminoisoindoline 1,3-dione",2010-02-09,B2,bbd68ff4-84c0-4fa4-8946-dec862400106
7818,7656578,Microchip-Yb fiber hybrid optical amplifier for micro-machining and marking,2010-02-02,B2,9bea93ae-1384-4db2-b5d7-70bf82531ca2
7819,7645608,"Microorganism specimen storage, hydrating, transfer and applicator device",2010-01-12,B2,052c14d8-8d7d-4f37-adfe-576f48e239d2
7820,7716667,Migrating virtual machines among computer systems to balance load caused by virtual machines,2010-05-11,B2,a88766e3-1d08-48e0-b7db-77115768bd19
7821,7698405,MILARRS systems and methods,2010-04-13,B2,0de95ccf-2f2f-4412-8635-3308dd867078
7822,7725315,Minimization of transient noises in a voice signal,2010-05-25,B2,0bf516dd-fe0d-4acf-ae5d-3143cf7a2619
7823,7747347,Mobile medication storage and dispensing apparatus,2010-06-29,B2,77f32da2-adc6-4e8a-a600-59aac83a3c52
7824,7705777,Mobile multifrequency transmitter transmitting on frequencies based on geographic locations and a method thereof,2010-04-27,B2,177aa8eb-e631-476f-a4a1-0c7e325de30c
7825,7699787,Modular blood pressure measurement apparatus,2010-04-20,B2,241c0396-383f-4ba9-b868-002ca1f2ea5c
7826,7699550,Modular printer,2010-04-20,B2,019b9aba-95cd-43bf-a8a5-e700229fddac
7827,7666010,Modular wiring system with locking elements,2010-02-23,B2,b3c623cd-bf05-4681-9628-fa658e53961b
7828,7745460,Modulators of cellular adhesion,2010-06-29,B2,ee97eee2-43ea-40b6-a509-bbb381869832
7829,7684203,Module with fixed structures,2010-03-23,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
7830,7677584,Motorized collapsible step,2010-03-16,B2,0a6e0410-2083-4dc8-ab35-c176e4fe79c5
7831,7717931,"Motorized powered surgical handpiece for actuating a cutting accessory, the handpiece having a bore for receiving the cutting accessory and irrigation and suction conduits that extend to the bore",2010-05-18,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
7832,7677150,Mounting system for muzzle devices and firearms,2010-03-16,B2,85f6fe95-918a-465c-a19d-1a6acdb127a4
7833,7688530,Mounting system for precision mounting of interchangeable optical components,2010-03-30,B1,2ced8e26-148a-4dac-9ebb-3e3a51f50fba
7834,7709997,Multi-element piezoelectric transducers,2010-05-04,B2,b96f3231-70fb-4e93-a209-ea2a34608eca
7835,7660034,Multi-fibre arrangement for high power fibre lasers and amplifiers,2010-02-09,B2,22066594-8313-4337-b8d8-8c31b0cf3645
7836,7656922,Multi-level integrated photonic devices,2010-02-02,B2,d43d8233-db43-427c-93ae-86a341925995
7837,7665491,Multi-part waste container apparatus,2010-02-23,B2,7635689b-831e-4ea8-9924-2b1614080f5b
7838,7670296,Multi-purpose connector for blood pressure measurement equipment,2010-03-02,B2,241c0396-383f-4ba9-b868-002ca1f2ea5c
7839,7734045,Multifactor split asymmetric crypto-key with persistent key security,2010-06-08,B2,0928736f-c870-4e21-8260-df7904279e29
7840,7670371,Multifocal ophthalmic lens,2010-03-02,B2,9af7d561-2c02-41d4-8ce8-e3954fc5eded
7841,7720517,Multifunctional catheter handle,2010-05-18,B2,3d09dc09-9f1e-478e-8822-6e7e3f2d5d4d
7842,7641074,Multiple flow circuits for a product dispenser,2010-01-05,B2,a2f813b0-8526-4b52-871e-13e50fd3875b
7843,7672219,Multipoint-to-point communication using orthogonal frequency division multiplexing,2010-03-02,B2,ad7ec649-3bc3-4153-bd94-488565304bb9
7844,7732179,Mutants of pyrroloquinoline quinone dependent soluble glucose dehydrogenase,2010-06-08,B2,88bbf137-85e6-4c8e-bd9f-14a917f227fc
7845,7654986,Needle mounting system and a method for mounting a needle assembly,2010-02-02,B2,9a3afa40-66e5-4921-b831-64287f2052e0
7846,7693562,Nerve surveillance cannulae systems,2010-04-06,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
7847,7706591,Neuronal profiling,2010-04-27,B2,75245632-3877-4fe1-976e-4b6cd1a0ab63
7848,7695507,Neurovascular stent and method,2010-04-13,B2,bd5f9c26-7301-446a-898c-761f6c38b8a6
7849,7677930,Next high frequency improvement by using frequency dependent effective capacitance,2010-03-16,B2,52369ae7-c27c-4fc0-8558-e1b5c52f4947
7850,7713745,Non-covalent immobilization of indicator molecules,2010-05-11,B2,b3e7ca7f-76e7-4105-ae29-10bec4dea419
7851,7684548,Notification and response system with attendance tracking features,2010-03-23,B1,985b679d-9572-4ef3-965e-3540cf0c92f4
7852,7632934,Oligonucleotides for amplifying Trichomonas vaginalis-derived nucleic acid,2009-12-15,B2,425cd741-4844-49f0-a1fa-546107d327f9
7853,7641653,Open vessel sealing forceps disposable handswitch,2010-01-05,B2,e3e16b4a-aba6-4da0-8d41-b012c689b50f
7854,7712924,Optical device for adjusting the F-number of an elliptical lamp,2010-05-11,B2,6fa6e65b-72f2-4ef1-921d-b3ef704b0cf2
7855,7699227,Optical reader,2010-04-20,B2,d9327852-5c59-4c68-9435-7b12c89fbff3
7856,7633050,Optics assembly for color measurement system,2009-12-15,B2,26912e1a-e597-4587-8817-e83b9a5a605e
7857,7636831,Optimization of reverse mappings for immutable guest physical pages of virtual memories in a virtualized computer system,2009-12-22,B1,24959b2e-642a-471d-952f-69c9e042e160
7858,7666202,Orbital atherectomy device guide wire design,2010-02-23,B2,8279beec-4279-4a4f-acc3-78fcad362096
7859,7697252,Overvoltage device with enhanced surge suppression,2010-04-13,B2,b3c623cd-bf05-4681-9628-fa658e53961b
7860,7658040,Panel for sheathing system and method,2010-02-09,B2,ecfefb45-37f8-417b-be12-19c6869a6b42
7861,7721506,Panelized roofing system and method,2010-05-25,B2,ecfefb45-37f8-417b-be12-19c6869a6b42
7862,7673839,Parallel four-bar mechanism,2010-03-09,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
7863,7657659,Partial copying of data to transmit buffer for virtual network device,2010-02-02,B1,24959b2e-642a-471d-952f-69c9e042e160
7864,7656146,Particle analyzer based on sheath flow impedance method,2010-02-02,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
7865,7636743,Pathname translation in a data replication system,2009-12-22,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
7866,7634826,Patient bed system,2009-12-22,B2,f3a31834-335c-4e4f-a2e6-b85ca7786ac9
7867,7669258,Patient bed system,2010-03-02,B2,f3a31834-335c-4e4f-a2e6-b85ca7786ac9
7868,7712167,Patient bed with a retractable side barrier,2010-05-11,B2,d2d78021-8680-4853-b096-06916fd419ca
7869,7657956,Patient support,2010-02-09,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
7870,7703158,Patient support apparatus having a diagnostic system,2010-04-27,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
7871,7735168,Patient support apparatus with removable foot section,2010-06-15,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
7872,7730562,Patient support having powered adjustable width,2010-06-08,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
7873,7712171,"Patient support including turn assist, low air loss, or integrated lateral transfer",2010-05-11,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
7874,7637464,Patient support with mobile IV stand transport handle,2009-12-29,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
7875,7714194,Pea line 08240773,2010-05-11,B2,1f245d33-1596-4952-911d-166300c8d019
7876,7714196,Pea line 08510617,2010-05-11,B1,1f245d33-1596-4952-911d-166300c8d019
7877,7659451,Pea line 08520689,2010-02-09,B2,1f245d33-1596-4952-911d-166300c8d019
7878,7705205,Pea line 08520702,2010-04-27,B1,1f245d33-1596-4952-911d-166300c8d019
7879,7700841,Pea line 08540794,2010-04-20,B2,1f245d33-1596-4952-911d-166300c8d019
7880,7714195,Pea line crescendo,2010-05-11,B2,4556010e-b62e-4fd9-bb6f-edc34c71727c
7881,7691332,Penetrable cap,2010-04-06,B2,425cd741-4844-49f0-a1fa-546107d327f9
7882,7744872,Peptides for detection of antibody to Ehrlichia ewingii,2010-06-29,B2,2de144ca-dd7f-457a-b3db-145b1189d9e6
7883,7631023,Performance-adjusted data allocation in a multi-device file system,2009-12-08,B1,a88766e3-1d08-48e0-b7db-77115768bd19
7884,7747392,Physiogenomic method for predicting clinical outcomes of treatments in patients,2010-06-29,B2,b39ad7eb-e58c-4ab1-82e7-2c492592be96
7885,7731908,Pipette,2010-06-08,B2,d2de45c7-a743-4a50-8482-246088e10441
7886,7673532,Pipetting device,2010-03-09,B2,168fa632-b45f-4dff-ad91-624ee1f09592
7887,7674432,Pipetting device,2010-03-09,B2,d2de45c7-a743-4a50-8482-246088e10441
7888,7673844,Pivotable support shaft for display,2010-03-09,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
7889,7704920,Pollutant emission control sorbents and methods of manufacture,2010-04-27,B2,a97e6d67-97fc-41a9-8760-2984f99bd940
7890,7652069,Polymorphs of suberoylanilide hydroxamic acid,2010-01-26,B2,a3cbef71-54c5-4db5-9d3c-4bed5261ec17
7891,7671350,Portable X-ray fluorescence instrument with tapered absorption collar,2010-03-02,B2,55bb80cb-efa5-4de4-a1a8-f68e6a2e195c
7892,7708300,Positioning guide for aiding connection of a fifth wheel towed vehicle,2010-05-04,B2,0ab2f46e-aef6-452e-9a1b-ebfdd937d416
7893,7653899,Post-execution software debugger with performance display,2010-01-26,B1,4f9cf78a-ad07-4b71-86c8-3e3907148104
7894,7638958,Powered surgical tool with control module that contains a sensor for remotely monitoring the tool power generating unit,2009-12-29,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
7895,7725168,Powerhead of a power injection system,2010-05-25,B2,30e311b5-aa0c-4483-a111-de7847ed1484
7896,7727196,Powerhead of a power injection system,2010-06-01,B2,30e311b5-aa0c-4483-a111-de7847ed1484
7897,7633717,Pre-shaped head suspension baseplate for swaging deformation compensation,2009-12-15,B1,f9f0f188-a3e0-41f0-bb68-d9f038d5d301
7898,7658582,Precise linear fastener system and method for use,2010-02-09,B2,63cacd0c-250c-4a67-9412-8c9bfa875207
7899,7648238,Presbyopia correction using patient data,2010-01-19,B2,314ea638-4052-4f1c-9f04-a8994ab6fb0c
7900,7640590,Presentation of network source and executable characteristics,2009-12-29,B1,06224c3c-a22d-4271-a044-67922a6c13bd
7901,7722829,"Pressure-balanced, catalyzed soot filter",2010-05-25,B2,a97e6d67-97fc-41a9-8760-2984f99bd940
7902,7694296,Preventing unauthorized installs and uninstalls of software modules,2010-04-06,B1,06224c3c-a22d-4271-a044-67922a6c13bd
7903,7682656,Process and apparatus for producing a coated product,2010-03-23,B2,fb1c2c62-14cf-4a3f-870c-c26d07ba1f48
7904,7687247,Process for controlling contamination of nucleic acid amplification reactions,2010-03-30,B1,25930ba6-50f1-4c11-ac46-1decf3849abc
7905,7672494,Processing medical image information to detect anatomical abnormalities,2010-03-02,B2,b51aaef3-3f8c-451c-a3fb-0da8f3686bfd
7906,7745805,Product inspection system and a method for implementing same that incorporates a correction factor,2010-06-29,B2,ae42fa7b-2853-4cb4-ba23-eec44f6e0d02
7907,7631848,Projector lift,2009-12-15,B2,0c5a1e79-6e47-4293-acff-15e2c05c5fa6
7908,7682348,Protection tampon and method of making,2010-03-23,B2,3e07e36d-72fa-41e6-88ce-a507a4a83c36
7909,7713084,Protective electrical wiring device and system,2010-05-11,B1,7080f4a9-cbdf-4f63-b318-502c3b0189ae
7910,7662409,"Protein matrix materials, devices and methods of making and using thereof",2010-02-16,B2,ab02d437-5abf-451d-9ae4-044b65dcd19c
7911,7741966,Proximity detection apparatus,2010-06-22,B2,8cc8a301-42e9-49ed-a9a0-abf3cf9c1bfd
7912,7716404,Pseudo-full duplex communication using a half duplex communication protocol,2010-05-11,B2,33587dd9-1006-437a-8fbd-6df90ed78380
7913,7708405,Pupilometer for pupil center drift and pupil size measurements at differing viewing distances,2010-05-04,B2,cc3f623d-df98-491f-b008-3b8487c2e608
7914,7639035,Qubit state copying,2009-12-29,B2,798b0796-ea19-409d-8f6c-3cc15571ee76
7915,7648392,Quick connector for multi-media,2010-01-19,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
7916,7675742,Rack-mounted KVM module with positioning mechanism,2010-03-09,B2,33587dd9-1006-437a-8fbd-6df90ed78380
7917,7713241,Rapid infusion system,2010-05-11,B2,e85b242b-2e6d-4cb8-8a10-1ae416b7324f
7918,7743509,Ratcheting hand tool with easily replaceable cutting blade,2010-06-29,B2,5bbbc58c-5249-4db5-8188-76480883c35f
7919,7727467,Reagent stripe for test strip,2010-06-01,B2,238c9fe5-8084-42c4-bcfa-9007d7ad8ab5
7920,7706476,Real-time digital quadrature demodulation method and device for ultrasonic imaging system,2010-04-27,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
7921,7645937,Recessed while-in-use electrical box,2010-01-12,B2,7080f4a9-cbdf-4f63-b318-502c3b0189ae
7922,7647427,Redundancy support for network address translation (NAT),2010-01-12,B1,ed261eee-18f6-48f4-bbcc-e7919d5abcf4
7923,7716370,Redundancy support for network address translation (NAT),2010-05-11,B1,ed261eee-18f6-48f4-bbcc-e7919d5abcf4
7924,7684850,Reference catheter for impedance calibration,2010-03-23,B2,3d09dc09-9f1e-478e-8822-6e7e3f2d5d4d
7925,7735100,Regulating remote registry access over a computer network,2010-06-08,B1,06224c3c-a22d-4271-a044-67922a6c13bd
7926,7672736,Reinforced sensing and stimulation leads and use in detection systems,2010-03-02,B2,924e9f98-e7db-4d27-9627-12e1ca5f099d
7927,7678118,Releasable basket,2010-03-16,B2,bd5f9c26-7301-446a-898c-761f6c38b8a6
7928,7734887,Relocation tracking during write operation,2010-06-08,B1,06224c3c-a22d-4271-a044-67922a6c13bd
7929,7709790,Removable ion source that does not require venting of the vacuum chamber,2010-05-04,B2,c7d21d98-3386-4d1a-b225-63a4c49dfbb6
7930,7676704,Resource management for scalable file system recovery,2010-03-09,B2,06224c3c-a22d-4271-a044-67922a6c13bd
7931,7632468,Retaining clip for reagent test slides,2009-12-15,B2,2de144ca-dd7f-457a-b3db-145b1189d9e6
7932,7645283,Retrieval basket with releasable tip,2010-01-12,B2,bd5f9c26-7301-446a-898c-761f6c38b8a6
7933,7713053,Reusable template for creation of thin films; method of making and using template; and thin films produced from template,2010-05-11,B2,d5453600-149a-47c8-82e3-b8a41d9f5cf5
7934,7651882,RFID tag circuit die with shielding layer to control I\/O bump flow,2010-01-26,B1,8f634d4f-3127-4753-9c65-a41eaaa86303
7935,7733227,RFID tags circuits and methods for sensing own power to predetermine feasibility of requested action,2010-06-08,B1,8f634d4f-3127-4753-9c65-a41eaaa86303
7936,7686809,Rod inserter and rod with reduced diameter end,2010-03-30,B2,22d844f6-87f3-4a34-8d56-2345c529a213
7937,7661028,Rolling cache configuration for a data replication system,2010-02-09,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
7938,7710110,Rotary sensor with rotary sensing element and rotatable hollow magnet,2010-05-04,B2,fb0014d0-b6ef-4102-987d-bf320a89166d
7939,7736660,Roundworm coproantigen detection,2010-06-15,B2,2de144ca-dd7f-457a-b3db-145b1189d9e6
7940,7717888,Safety needle with collapsible sheath,2010-05-18,B2,
7941,7726032,Safety razor handle assembly,2010-06-01,B1,
7942,7648462,Safety systems and methods for ensuring safe use of intra-cardiac ultrasound catheters,2010-01-19,B2,bd2eb766-2854-4bfb-afc1-8415beec6ca7
7943,7674467,Salmonella bacteriophage and uses thereof,2010-03-09,B2,4295f9b2-7088-4764-9c2f-5f5ef0a6dea2
7944,7678778,Salts of isophosphoramide mustard and analogs thereof as anti-tumor agents,2010-03-16,B2,d231da19-7709-40a3-a527-a37595871970
7945,7718421,Sample processing,2010-05-18,B2,983106a0-b3c2-48e1-a12c-34ae0ec04ed3
7946,7705382,"Scalable lead zirconium titanate (PZT) thin film material and deposition method, and ferroelectric memory device structures comprising such thin film material",2010-04-27,B2,8ecdee7a-9197-4d8f-b317-3e1900ebfa15
7947,7668723,Scalable lossless audio codec and authoring tool,2010-02-23,B2,05c48798-20fc-42fe-ae38-5508f4234a2e
7948,7717562,Scaling Zernike coefficients to smaller pupil sizes for refractive treatments,2010-05-18,B2,314ea638-4052-4f1c-9f04-a8994ab6fb0c
7949,7638970,Search light with remote charger,2009-12-29,B1,37d2885d-1374-4ac3-bda6-b0e76a264598
7950,7722409,Secure and\/or lockable connecting arrangement for video game system,2010-05-25,B2,
7951,7660910,Secure communication port redirector,2010-02-09,B2,0de95ccf-2f2f-4412-8635-3308dd867078
7952,7734911,Secure login using augmented single factor split key asymmetric cryptography,2010-06-08,B2,0928736f-c870-4e21-8260-df7904279e29
7953,7734912,Secure login using single factor split key asymmetric cryptography and an augmenting factor,2010-06-08,B2,0928736f-c870-4e21-8260-df7904279e29
7954,7702418,Secure reader system,2010-04-20,B2,8ecdee7a-9197-4d8f-b317-3e1900ebfa15
7955,7702906,Securing kernel metadata communication in environments employing distributed software services,2010-04-20,B1,a88766e3-1d08-48e0-b7db-77115768bd19
7956,7743389,Selecting between pass-through and emulation in a virtual machine environment,2010-06-22,B2,24959b2e-642a-471d-952f-69c9e042e160
7957,7671327,Self calibrating irradiation system,2010-03-02,B2,4b72a5c5-b874-4778-ac7d-102ca9f1e037
7958,7635096,Self regulating fluid bearing high pressure rotary nozzle with balanced thrust force,2009-12-22,B2,59b51b1b-8ca4-4710-be53-08f38a752e10
7959,7719279,Self-fastening cage surrounding a magnetic resonance device and methods thereof,2010-05-18,B2,58bc948e-af32-44ba-b234-eab4a81d8a4f
7960,7681237,Semi-synchronous scanning of modified files in real time,2010-03-16,B1,06224c3c-a22d-4271-a044-67922a6c13bd
7961,7689381,Sensing system,2010-03-30,B2,1f8c62a6-6592-4cca-8037-b3b9142ac25e
7962,7682372,Sequential tissue forceps for use in tissue fastening,2010-03-23,B2,8ee2662d-025a-4001-af87-8d98152ad877
7963,7730362,Serial communications protocol,2010-06-01,B2,f98db76c-c823-40bf-be3b-804382ae1952
7964,7693996,Service level management system,2010-04-06,B2,24959b2e-642a-471d-952f-69c9e042e160
7965,7690122,Shaving razor with button,2010-04-06,B2,fd2e6824-7f5d-499c-a34a-0455ddaab93d
7966,7703361,Shaving razors and cartridges,2010-04-27,B2,fd2e6824-7f5d-499c-a34a-0455ddaab93d
7967,7669335,Shaving razors and shaving cartridges,2010-03-02,B2,fd2e6824-7f5d-499c-a34a-0455ddaab93d
7968,7697237,Shielded copper-dielectric flexure for disk drive head suspensions,2010-04-13,B1,f9f0f188-a3e0-41f0-bb68-d9f038d5d301
7969,7722389,Shock-proof electrical wiring system,2010-05-25,B2,7080f4a9-cbdf-4f63-b318-502c3b0189ae
7970,7647545,Signal and protocol for remote dog trainer signaling with a forward error correction,2010-01-12,B2,1ea2bddd-8581-4962-a772-101f40bd7204
7971,7659122,"Single population of simulated leukocyte granules, calibrators comprising the same and methods of preparing the same",2010-02-09,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
7972,7662141,Sinus delivery of sustained release therapeutics,2010-02-16,B2,019ae16c-b2ce-4b5b-8740-ad21dcd94e08
7973,7662142,Sinus delivery of sustained release therapeutics,2010-02-16,B2,019ae16c-b2ce-4b5b-8740-ad21dcd94e08
7974,7713255,Sinus delivery of sustained release therapeutics,2010-05-11,B2,47d0d67b-8f8b-42bf-b817-b0d18931f697
7975,7691110,Snare injection device,2010-04-06,B2,1d913ae5-31c5-4ebc-ba3b-bb68961f904c
7976,7723108,Soft tissue processing,2010-05-25,B2,3c84a25d-3a70-4de0-a4a7-66ab50e70aad
7977,7647811,Solid particle counting system with valve to allow reduction of pressure pulse at particle counter when vacuum pump is started,2010-01-19,B2,3c1f4e0d-4cd9-4bc7-b031-de45d65989a8
7978,7703572,Sound-attenuating earmuff having isolated double-shell structure,2010-04-27,B2,3e23c8d1-b177-48c2-ac25-18af8a233b0c
7979,7739278,Source independent file attribute tracking,2010-06-15,B1,06224c3c-a22d-4271-a044-67922a6c13bd
7980,7632985,Soybean event MON89788 and methods for detection thereof,2009-12-15,B2,4b830300-2405-44ae-8d74-c2166e7f8c41
7981,7652235,Spatial frequency wavefront sensor system and method,2010-01-26,B2,cc3f623d-df98-491f-b008-3b8487c2e608
7982,7680552,Spectral translation\/folding in the subband domain,2010-03-16,B2,a0a5aad0-0134-4891-acfa-fd4e9e6bc24d
7983,7714285,Spectrometer for surface analysis and method therefor,2010-05-11,B2,89f43816-8309-4655-8553-3a0d9d9fd661
7984,7666226,Spinal tissue distraction devices,2010-02-23,B2,8bdf5023-8363-456b-aa6c-1ca5144b2279
7985,7710688,Split embedded signal transmission planes in integrated lead disk drive suspensions,2010-05-04,B1,f9f0f188-a3e0-41f0-bb68-d9f038d5d301
7986,7648702,Stable aqueous formulation of a soluble TNF receptor and arginine,2010-01-19,B2,0312535f-67d5-491c-91ea-7e3f9e7fe385
7987,7635074,Staple drive assembly,2009-12-22,B2,e307c2b0-8784-4ea0-8bed-83f39c1c7e68
7988,7641091,Staple drive assembly,2010-01-05,B2,e307c2b0-8784-4ea0-8bed-83f39c1c7e68
7989,7704541,Steam crushed whole grains,2010-04-27,B1,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
7990,7668981,Storage paths,2010-02-23,B1,a88766e3-1d08-48e0-b7db-77115768bd19
7991,7669259,Stowing birthing bed foot section,2010-03-02,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
7992,7744142,Strap bed lift,2010-06-29,B2,0ab2f46e-aef6-452e-9a1b-ebfdd937d416
7993,7650942,Sub sea control and monitoring system,2010-01-26,B2,7abbd797-55da-420c-b789-13ab46abeb0e
7994,7727339,Submerged arc flux,2010-06-01,B2,05eb422e-37fa-4558-a668-4708de75b01e
7995,7704016,Subsea docking system for electronic modules in subsea installations,2010-04-27,B2,73c7fde0-affb-4e37-b735-8486c83e754f
7996,7712481,Suction hose arrangement for refuse tank trucks,2010-05-11,B1,ff497c9e-9727-4412-aff3-b38096a561f1
7997,7737224,"Sulfonated block copolymers, method for making same, and various uses for such block copolymers",2010-06-15,B2,dbe7bc52-5e73-49dc-afd2-a06d1c226102
7998,7687938,Superconducting shielding for use with an integrated circuit for quantum computing,2010-03-30,B2,798b0796-ea19-409d-8f6c-3cc15571ee76
7999,7680886,Suppressing spam using a machine learning based spam filter,2010-03-16,B1,06224c3c-a22d-4271-a044-67922a6c13bd
8000,7725162,Surgery system,2010-05-25,B2,b9b48158-631e-4902-94bb-cb33f6466a7d
8001,7691057,Surgical access system and related methods,2010-04-06,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
8002,7713237,Surgical cassette for intraocular pressure control,2010-05-11,B2,895a2862-b2bc-4ee9-8117-b3b3ea0c96ea
8003,7736307,Surgical instruments for accessing and stabilizing a localized portion of a beating heart,2010-06-15,B2,d56a1520-7581-4720-9a8f-3c2a78801c23
8004,7632248,Surgical irrigation system,2009-12-15,B2,476913c2-e6d6-4d09-aecd-c32bb1d0c48a
8005,7744616,Surgical sagittal saw blade with angled teeth and chip catchment and reciprocating saw blade with broached teeth,2010-06-29,B2,b318b0ee-4c32-4398-9851-d8bc63c8eca4
8006,7704254,Surgical sagittal saw with indexing head and toolless blade coupling assembly for actuating an oscillating tip saw blade,2010-04-27,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
8007,7673891,Suspension system shackle link with shock absorber,2010-03-09,B2,0ab2f46e-aef6-452e-9a1b-ebfdd937d416
8008,7733983,Symbol tracking for AM in-band on-channel radio receivers,2010-06-08,B2,1cb5050a-1488-4e17-9166-66fc7c4adb36
8009,7725267,Synthetic microfluidic microvasculature network,2010-05-25,B2,c1449770-2f1c-43b1-bda4-a068c0208ffe
8010,7643655,System and method for animal seizure detection and classification using video analysis,2010-01-05,B2,9ae212e4-0998-4b9f-9e2c-5fb19c6b2dde
8011,7636814,System and method for asynchronous reads of old data blocks updated through a write-back cache,2009-12-22,B1,a88766e3-1d08-48e0-b7db-77115768bd19
8012,7672814,System and method for baseline threshold monitoring,2010-03-02,B1,36bbeb70-9f21-4de3-8f53-01b9fed11e90
8013,7669201,System and method for common file installation,2010-02-23,B2,ce9b2f65-234e-40b1-95ad-f6ee0c89a5c8
8014,7650425,System and method for controlling communication between a host computer and communication devices associated with remote devices in an automated monitoring system,2010-01-19,B2,d555a1f8-9212-4e54-b814-ebca2d81f571
8015,7716446,System and method for cooperative virtual machine memory scheduling,2010-05-11,B1,24959b2e-642a-471d-952f-69c9e042e160
8016,7694063,System and method for dynamically loadable storage device I\/O policy modules,2010-04-06,B1,a88766e3-1d08-48e0-b7db-77115768bd19
8017,7719606,System and method for effectively performing a white balance procedure for electronic cameras,2010-05-18,B2,7f6fa922-ea73-4c52-824a-38de2aa687ad
8018,7680754,System and method for evaluating differences in parameters for computer systems using differential rule definitions,2010-03-16,B2,cb818848-8d32-48f0-9efd-f116faa229e6
8019,7704142,System and method for facilitating trades for bonus activity in gaming systems,2010-04-27,B2,5eeabd9e-3458-439d-b0f4-54c51559e597
8020,7707285,System and method for generating and using fingerprints for integrity management,2010-04-27,B2,aa81b8ef-7270-4b62-b061-5da2c42cc76b
8021,7648499,System and method for generating radio frequency energy,2010-01-19,B2,e3e16b4a-aba6-4da0-8d41-b012c689b50f
8022,7739450,System and method for improved media identification in a storage device,2010-06-15,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8023,7696816,System and method for minimizing DC offset in outputs of audio power amplifiers,2010-04-13,B2,a485ea4f-21d2-4772-a946-2a2253370e08
8024,7650146,System and method for monitoring communication,2010-01-19,B2,ff471d07-9a19-4533-bb96-aad8dda61406
8025,7635834,System and method for optically imaging objects on a detection device by a pinhole aperture,2009-12-22,B2,88bbf137-85e6-4c8e-bd9f-14a917f227fc
8026,7653699,System and method for partitioning a file system for enhanced availability and scalability,2010-01-26,B1,a88766e3-1d08-48e0-b7db-77115768bd19
8027,7734578,System and method for performing integrated storage operations,2010-06-08,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8028,7631351,System and method for performing storage operations through a firewall,2009-12-08,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8029,7734878,System and method for performing virtual device I\/O operations,2010-06-08,B1,a88766e3-1d08-48e0-b7db-77115768bd19
8030,7676030,System and method for personal identification number distribution and delivery,2010-03-09,B2,630c90a5-8407-45aa-bb94-8c9db7b5f2aa
8031,7640500,System and method for preflighting documents,2009-12-29,B2,f9762b36-ba2a-4871-a2f3-0378158f0e3d
