,ref_id,patent_id,assignment_conveyance,record_date,last_update_date,exec_date,name_assignee,city_assignee,country_assignee,assignor_name,patent_marked,coutnry_assignee
3499,287870964,8268847,assignment,2012-08-15,2012-09-18,2009-01-20,ACTELION PHARMACEUTICALS LTD.,ALLSCHWIL,,"CLOZEL, MARTINE",1,SWITZERLAND
3500,184110418,8298147,assignment,2006-10-19,2012-10-30,2006-08-08,VOLCANO CORPORATION,RANCHO CORDOVA,,"HUENNEKENS, RICHARD SCOTT",1,nan
3501,221480752,8307874,assignment,2009-01-23,2012-11-13,2009-01-22,HUNTER ENGINEERING COMPANY,BRIDGETON,,"HANNEKEN, DOUGLAS S.",1,nan
3502,241730595,8353826,assignment,2010-04-01,2013-01-15,2010-03-30,"GLOBUS MEDICAL, INC.",AUDUBON,,"WEIMAN, MARK",1,nan
3503,217640766,8261265,assignment,2008-10-30,2012-09-04,2008-10-28,"VMWARE, INC.",PALO ALTO,,"CHEN, XIAOXIN",1,nan
3504,236040633,8322936,assignment,2009-12-04,2012-12-04,2009-11-02,"BRADY WORLDWIDE, INC.",MILWAUKEE,,"FORD, THOMAS D. R.",1,nan
3505,179010961,8308790,assignment,2006-05-17,2012-11-13,2006-04-10,"BOLTON MEDICAL, INC.",SUNRISE,,"BERRA, HUMBERTO",1,nan
3506,266930707,8349022,assignment,2011-08-03,2013-01-08,2011-05-17,KAO CORPORATION,TOKYO,,"IIJIMA, MAKOTO",1,JAPAN
3507,216870706,8272855,assignment,2008-10-15,2012-09-25,2008-09-30,SHIMADZU CORPORATION,"NAKAGYO-KU, KYOTO 604-8511",,"ASO, YOSHIAKI",1,JAPAN
3508,232420569,8307187,assignment,2009-09-16,2012-11-06,2009-09-11,"VMWARE, INC.",PALO ALTO,,"CHAWLA, PUNEET SINGH",1,nan
3509,208310207,8284390,assignment,2008-04-21,2012-10-09,2008-04-18,HUNTER ENGINEERING COMPANY,BRIDGETON,,"COLARELLI, NICHOLAS J., III, MR.",1,nan
3510,285260776,8276331,assignment,2012-07-11,2012-10-02,2004-04-26,"MARCO INDUSTRIES, INC.",TULSA,,"POLUMBUS, MARK D.",1,nan
3511,290090646,8294333,assignment,2012-09-24,2012-10-23,2012-07-13,"TECHNION RESEARCH AND DEVELOPMENT FOUNDATION, LTD.",HAIFA,,"SALOMON, ODED",1,ISRAEL
3512,238270554,8312175,assignment,2010-01-21,2012-11-13,2010-01-21,"VMWARE, INC.",PALO ALTO,,"PATALE, VIBHOR",1,nan
3513,222090992,8336049,assignment,2009-02-05,2012-12-18,2009-02-02,"VMWARE, INC.",PALO ALTO,,"MEDOVICH, MARK",1,nan
3514,222780153,8327504,assignment,2009-02-18,2012-12-11,2009-02-04,DYSON TECHNOLOGY LIMITED,"MALMESBURY, WILTSHIRE",,"HELPS, DANIEL FRANCIS",1,UNITED KINGDOM
3515,203010281,8338752,assignment,2007-12-28,2012-12-25,2007-12-06,"LINCOLN GLOBAL, INC.",CITY OF INDUSTRY,,"ENYEDY, EDWARD A.",1,nan
3516,238550195,8392838,assignment,2010-01-27,2013-03-05,2010-01-26,"VMWARE, INC.",PALO ALTO,,"CHAWLA, PUNEET",1,nan
3517,328630170,8363521,assignment,2014-05-09,2014-05-22,2014-05-08,DOLBY INTERNATIONAL AB,AMSTERDAM ZUIDOOST,,"HARRIS, SCOTT C.",1,NETHERLANDS
3518,242640445,8429794,assignment,2010-04-21,2013-04-30,2010-04-09,"AMESBURY GROUP, INC.",AMESBURY,,"TAGTOW, GARY",1,nan
3519,257480361,8443568,assignment,2011-02-04,2013-05-21,2011-02-04,"SIMPSON STRONG-TIE COMPANY, INC.",PLEASANTON,,"LIN, JIN JIE",1,nan
3520,216870425,8398957,assignment,2008-10-15,2013-03-19,2008-09-29,RECKITT BENCKISER (UK) LIMITED,"SLOUGH, BERKSHIRE",,"BATES, CHRIS",1,UNITED KINGDOM
3521,250220100,8439416,assignment,2010-09-21,2013-08-16,2010-09-15,STRYKER CORPORATION,KALAMAZOO,,"LAMBARTH, CLIFFORD",1,nan
3522,228140677,8366995,assignment,2009-06-11,2013-02-05,2009-06-11,"STERILUCENT, INC.",MINNEAPOLIS,,"MCLAREN, JAMI",1,nan
3523,254800336,8412312,assignment,2010-12-09,2013-04-02,2010-03-18,"LIGHTLAB IMAGING, INC.",WESTFORD,,"JUDELL, NEIL",1,nan
3524,224650384,8409093,assignment,2009-03-27,2013-04-02,2009-03-26,"ABBOTT DIABETES CARE, INC.",ALAMEDA,,"BUGLER, JOLYON R.",1,nan
3525,231900424,8426772,assignment,2009-09-03,2013-04-23,2009-09-02,"LINCOLN GLOBAL, INC.",INDUSTRY,,"LUO, LIFENG LARRY, MR.",1,nan
3526,296460742,8381956,assignment,2013-01-17,2013-02-26,2013-01-08,"MYSTERY RANCH, LTD.",BOZEMAN,,"GLEASON, DANA W., JR.",1,nan
3527,194360702,8382738,assignment,2007-06-15,2013-02-26,2007-06-11,ABBOTT CARDIOVASCULAR SYSTEMS INC.,SANTA CLARA,,"SIMPSON, JOHN A.",1,nan
3528,234030819,8381812,assignment,2009-10-21,2013-02-26,2009-10-09,ROXAR FLOW MEASUREMENT AS,BERGEN,,"SORENSEN, PER HASSEL",1,NORWAY
3529,292510759,8425507,assignment,2012-11-06,2013-04-23,2012-08-24,"RELIEVANT MEDSYSTEMS, INC.",REDWOOD CITY,,"PELLEGRINO, RICHARD",1,nan
3530,235010549,8408429,assignment,2009-11-11,2013-04-02,2009-11-06,THE CLOROX COMPANY,OAKLAND,,"DENNIS, STEPHEN R.",1,nan
3531,260980727,8444041,assignment,2011-04-08,2013-05-21,2011-04-08,"LINCOLN GLOBAL, INC.",CITY OF INDUSTRY,,"PERRY, DOUGLAS S.",1,nan
3532,240280674,8371476,assignment,2010-03-04,2013-02-12,2010-03-03,"LINCOLN GLOBAL, INC.",CLEVELAND,,"WEISSBROD, PAUL A.",1,nan
3533,242830104,8429665,assignment,2010-04-23,2013-04-23,2010-03-22,"VMWARE, INC.",PALO ALTO,,"ZAROO, PUNEET",1,nan
3534,263380228,8429979,assignment,2011-05-25,2013-04-30,2011-05-10,"HORIBA STEC, CO., LTD.","KYOTO-SHI, KYOTO",,"KUWAHARA, AKIRA",1,JAPAN
3535,217240355,8437832,assignment,2008-10-23,2013-05-07,2008-09-08,"BIOSENSE WEBSTER, INC.",DIAMOND BAR,,"GOVARI, ASSAF",1,nan
3536,218920182,8392361,assignment,2008-11-25,2013-03-05,2008-11-18,"VMWARE, INC.",PALO ALTO,,"JOSHI, KIRAN",1,nan
3537,216350222,8382454,assignment,2008-10-03,2013-02-26,2008-09-05,SHIMADZU CORPORATION,"NAKAGYO-KU, KYOTO 604-8511",,"ASO, YOSHIAKI",1,JAPAN
3538,242260536,8397344,assignment,2010-04-13,2013-03-19,2010-04-09,DYSON TECHNOLOGY LIMITED,"MALMESBURY, WILTSHIRE",,"LIDDELL, SARAH HELEN",1,UNITED KINGDOM
3539,245530044,8434193,assignment,2010-05-21,2013-05-07,2010-05-13,DYSON TECHNOLOGY LIMITED,WILTSHIRE,,"SUNDERLAND, DAVID ROBERT",1,UNITED KINGDOM
3540,235660469,8425486,assignment,2009-11-24,2013-04-23,2009-11-23,SMISSON-CARTLEDGE BIOMEDICAL LLC,MACON,,"SMISSON, HUGH F.",1,nan
3541,242320607,8371606,assignment,2010-04-14,2013-02-12,2010-02-02,PHIL AND TEDS MOST EXCELLENT BUGGY COMPANY LIMITED,"NEWTOWN, WELLINGTON",,"GOWER, CAMPBELL",1,NEW ZEALAND
3542,190510612,8386661,assignment,2007-03-22,2013-02-26,2007-03-14,"LEVITON MANUFACTURING CO., INC.",LITTLE NECK,,"OSTROVSKY, MICHAEL",1,nan
3543,208330785,8359593,assignment,2008-04-21,2013-01-22,2008-04-01,"VMWARE, INC.",PALO ALTO,,"GOLOSOVKER, VICTOR V",1,nan
3544,244530868,8373371,assignment,2010-05-28,2013-02-12,2010-05-21,DYSON TECHNOLOGY LIMITED,WILTSHIRE,,"CLOTHIER, ANDREW CHARLTON",1,UNITED KINGDOM
3545,244100661,8395340,assignment,2010-05-19,2013-03-12,2010-05-11,DYSON TECHNOLOGY LIMITED,WILTSHIRE,,"MARVELLY, JOHN DUNSTAN",1,UNITED KINGDOM
3546,244140696,8443943,assignment,2010-05-20,2013-05-21,2010-05-05,THE RAYMOND CORPORATION,GREENE,,"MCCABE, PAUL P.",1,nan
3547,365990512,8378662,assignment,2015-09-18,2015-09-21,2008-07-14,SENTEC LIMITED,CAMBRIDGE,,"STORKEY, MATTHEW EMMANUEL MILTON",1,GREAT BRITAIN
3548,440820947,8419760,assignment,2017-11-09,2017-11-10,2005-07-19,STRYKER CORPORATION,KALAMAZOO,,"WIEBE, JAMES B., III",1,nan
3549,261190392,8425642,assignment,2011-04-12,2013-04-23,2011-04-01,DYSON TECHNOLOGY LIMITED,"MALMESBURY, WILTSHIRE",,"WORKER, DAVID COLIN",1,UNITED KINGDOM
3550,219150881,8375509,assignment,2008-12-02,2013-02-19,2008-11-18,DYSON TECHNOLOGY LIMITED,"MALMESBURY, WILTSHIRE",,"BATES, ADAM JAMES",1,UNITED KINGDOM
3551,254410067,8444314,assignment,2010-12-02,2013-05-21,2010-12-01,"PETROLEUM ANALYZER COMPANY, LP",HOUSTON,,"YOUNGBLOOD, LARRY M.",1,nan
3552,253660390,8371747,assignment,2010-11-16,2013-02-12,2010-11-12,"PETROLEUM ANALYZER COMPANY, LP",HOUSTON,,"ANDERSON, DAVID G.",1,nan
3553,280920963,8368668,assignment,2012-04-24,2013-02-05,2012-04-13,PIXART IMAGING INC.,HSIN-CHU CITY,,"LIN, CHIH-HSIN",1,TAIWAN
3554,296820075,8425966,assignment,2013-01-23,2019-10-08,2012-07-11,"GENERAL MILLS, INC.",MINNEAPOLIS,,"GENERAL MILLS MARKETING, INC.",1,nan
3555,287570545,8414915,assignment,2012-08-09,2013-04-09,2007-12-19,ARADIGM CORPORATION,HAYWARD,,"CIPOLLA, DAVID C.",1,nan
3556,201710379,8360737,assignment,2007-11-28,2013-01-29,2007-09-05,SMISSON-CARTLEDGE BIOMEDICAL LLC,MACON,,"SMISSON, HUGH F., III, MR.",1,nan
3557,255420291,8408056,assignment,2010-12-28,2013-04-02,2010-12-16,"HORIBA, LTD.",KYOTO,,"YOSHIMURA, TOMOSHI",1,JAPAN
3558,255460503,8400302,assignment,2010-12-21,2013-03-19,2010-12-20,ZEPHYR TECHNOLOGY CORPORATION,ANNAPOLIS,,"RUSSELL, BRIAN K.",1,nan
3559,246030073,8420956,assignment,2010-06-28,2013-04-16,2010-05-28,"LEVITON MANUFACTURING CO., INC.",MELVILLE,,"ALDERSON, R. DAVID",1,nan
3560,234990781,8373670,assignment,2009-11-11,2013-02-12,2009-11-06,HTC CORPORATION,TAOYUAN COUNTY,,"LIU, TANG-HUI",1,TAIWAN
3561,226620638,8363816,assignment,2009-05-11,2013-01-29,2009-05-11,HTC CORPORATION,TAOYUAN COUNTY,,"TSUEI, YUAN-MAO",1,TAIWAN
3562,260430263,8368611,assignment,2011-03-29,2013-02-05,2011-03-28,"ELECTRONIC CONTROLLED SYSTEMS, INC.",BLOOMINGTON,,"KING, LAEL",1,nan
3563,249390356,8398713,assignment,2010-09-03,2013-03-19,2010-09-02,"GLOBUS MEDICAL, INC.",AUDUBON,,"WEIMAN, MARK",1,nan
3564,249450831,8435298,assignment,2010-09-07,2013-05-07,2010-09-02,"MALM, BRIAN",AUDUBON,,"WEIMAN, MARK",1,nan
3565,231740949,8361152,assignment,2009-09-01,2013-01-29,2009-08-19,"PROVIDENCE MEDICAL TECHNOLOGY, INC.",SAN FRANCISCO,,"MCCORMACK, BRUCE M.",1,nan
3566,269130806,8366403,assignment,2011-09-15,2013-02-05,2011-09-06,DYSON TECHNOLOGY LIMITED,"MALMESBURY, WILTSHIRE",,"WALLACE, JOHN DAVID",1,UNITED KINGDOM
3567,242610248,8403640,assignment,2010-04-20,2013-03-26,2010-04-13,DYSON TECHNOLOGY LIMITED,WILTSHIRE,,"GAMMACK, PETER DAVID",1,UNITED KINGDOM
3568,243630553,8408869,assignment,2010-05-11,2013-04-02,2010-04-21,DYSON TECHNOLOGY LIMITED,WILTSHIRE,,"HUTTON, BLAIR HUGH",1,UNITED KINGDOM
3569,243880889,8430624,assignment,2010-05-14,2013-04-30,2010-05-07,DYSON TECHNOLOGY LIMITED,WILTSHIRE,,"COOKSON, MATTHEW",1,UNITED KINGDOM
3570,232100534,8359374,assignment,2009-09-09,2013-01-22,2009-09-09,"VMWARE, INC.",PALO ALTO,,"GOVIL, KINSHUK",1,nan
3571,248310419,8443367,assignment,2010-08-12,2013-05-14,2010-07-19,"VMWARE, INC.",PALO ALTO,,"TAYLOR, FRANK",1,nan
3572,240570455,8383235,assignment,2010-03-10,2013-02-26,2010-02-22,THE PROCTER & GAMBLE COMPANY,CINCINNATI,,"MANIFOLD, JOHN ALLEN",1,nan
3573,313620575,8356449,assignment,2013-10-08,2013-10-09,2013-10-04,"SIMPSON STRONG-TIE COMPANY, INC.",PLEASANTON,,"LIN, JIN-JIE",1,nan
3574,241520829,8364426,assignment,2010-03-29,2013-01-29,2007-10-08,"MICRO MOTION, INC.",BOULDER,,"MCANALLY, CRAIG B",1,nan
3575,256630431,8422031,assignment,2011-01-19,2013-04-16,2011-01-17,"ILLUMINA, INC.",SAN DIEGO,,"BUERMANN, DALE",1,nan
3576,245610710,8443569,assignment,2010-06-18,2013-05-21,2010-06-16,"SIMPSON STRONG-TIE COMPANY, INC.",PLEASANTON,,"SIAS, STANLEY K",1,nan
3577,229430952,8387204,assignment,2009-07-13,2013-03-05,2009-06-12,DYSON TECHNOLOGY LIMITED,"MALMESBURY, WILTSHIRE",,"DYSON, JAMES",1,UNITED KINGDOM
3578,169320907,8360066,assignment,2005-12-22,2013-01-29,2005-05-10,MAQUET GMBH & CO. KG.,RASTATT,,"PIONTEK, MANFRED",1,GERMANY
3579,277780311,8382922,assignment,2012-02-28,2013-02-26,2010-06-03,CFD RESEARCH CORPORATION,HUNTSVILLE,,"SENGUPTA, DEBASIS",1,nan
3580,244200815,8432114,assignment,2010-05-21,2013-04-30,2010-05-12,DYSON TECHNOLOGY LIMITED,WILTSHIRE,,"CLOTHIER, ANDREW CHARLTON",1,UNITED KINGDOM
3581,266790273,8393026,assignment,2011-08-01,2013-03-12,2011-06-27,STRYKER CORPORATION,KALAMAZOO,,"DIONNE, JEAN-PAUL",1,nan
3582,224650344,8357795,assignment,2009-03-27,2013-01-22,2009-03-10,"ALLERGAN INDUSTRIE, SAS",PRINGY,,"LEBRETON, PIERRE F.",1,FRANCE
3583,264890360,8384770,assignment,2011-06-23,2013-02-26,2011-04-12,"NINTENDO CO., LTD.",KYOTO,,"KONNO, HIDEKI",1,JAPAN
3584,256070001,8414509,assignment,2010-12-29,2013-04-09,2010-11-01,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, A CALIFORNIA CORPORATION, THE",OAKLAND,,"DIEDERICH, CHRIS J.",1,nan
3585,287660627,8419738,assignment,2012-08-10,2013-04-16,2011-03-14,"SOUTHERN SPINE, LLC",MACON,,"SMISSON, HUGH F., III",1,nan
3586,217250750,8420383,assignment,2008-10-21,2013-04-16,2008-09-03,"BIOMERIEUX, INC.",DURHAM,,"FANNING, MARK J.",1,nan
3587,231910693,8409073,assignment,2009-09-03,2013-04-02,2009-05-01,ATOM MEDICAL CORPORATION,"BUNKYO-KU, TOKYO",,"IBARA, SATOSHI",1,JAPAN
3588,232910862,8424930,assignment,2009-09-28,2013-04-23,2009-05-22,ATOM MEDICAL CORPORATION,TOKYO,,"MATSUBARA, TERUMI",1,JAPAN
3589,226800789,8409072,assignment,2009-05-13,2013-04-02,2009-04-22,ATOM MEDICAL CORPORATION,TOKYO,,"MATSUBARA, TERUMI",1,JAPAN
3590,242080699,8419610,assignment,2010-04-09,2013-04-16,2010-03-01,ATOM MEDICAL CORPORATION,"BUNKYO-KU, TOKYO",,"MATSUBARA, KAZUO",1,JAPAN
3591,196460856,8427423,assignment,2007-08-03,2013-04-23,2007-07-30,TOUCH PANEL SYSTEMS K.K.,"YOKOHAMA-SHI, KANAGAWA",,"TSUMURA, MASAHIRO",1,JAPAN
3592,224000321,8397038,assignment,2009-03-16,2013-03-12,2008-03-10,"VMWARE, INC.",PALO ALTO,,"SCALES, DANIEL J.",1,nan
3593,230490650,8421771,assignment,2009-08-04,2013-04-16,2005-08-29,"WACOM CO., LTD.",SAITAMA-KEN,,"FUKUSHIMA, YASUYUKI",1,JAPAN
3594,223420538,8388541,assignment,2009-03-04,2013-03-05,2009-01-13,"C. R. BARD, INC.",MURRAY HILL,,"MESSERLY, SHAYNE",1,nan
3595,186520229,8357092,assignment,2006-11-29,2013-01-22,2006-11-08,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD.","SHENZHEN, P.R.",,"LIU, ZHAOQUAN",1,CHINA
3596,234370005,8431863,assignment,2009-10-28,2013-04-30,2009-08-18,"LINCOLN GLOBAL, INC.",CITY OF INDUSTRY,,"KINDIG, MICHAEL A.",1,nan
3597,257870536,8426974,assignment,2011-02-10,2013-04-23,2010-09-22,SUNPOWER CORPORATION,SAN JOSE,,"LINDERMAN, RYAN",1,nan
3598,246270257,8391785,assignment,2010-07-01,2013-03-05,2010-03-29,"IMPINJ, INC.",SEATTLE,,"HYDE, JOHN D.",1,nan
3599,256480201,8382769,assignment,2011-01-17,2013-02-26,2011-01-14,HOYA CORPORATION,TOKYO,,"INOUE, MASANOBU",1,JAPAN
3600,213620990,8372386,assignment,2008-08-08,2013-02-12,2007-12-27,KAO CORPORATION,TOKYO,,"KURODA, SHIGERU",1,JAPAN
3601,279740706,8377982,assignment,2012-04-02,2013-02-19,2012-04-02,"ALLERGAN SALES, LLC",IRVINE,,"ALLERGAN, INC.",1,nan
3602,266300239,8366298,assignment,2011-07-21,2013-02-05,2011-06-29,"IDEXX LABORATORIES, INC.",WESTBROOK,,"MISENER, GARLAND CHRISTIAN",1,nan
3603,161880650,8380121,assignment,2005-06-27,2013-02-19,2005-06-03,ECOLLEGE.COM,DENVER,,"BRADFORD, SARAH",1,nan
3604,251010630,8373030,assignment,2010-10-06,2013-02-12,2010-09-15,"SEMINIS VEGETABLE SEEDS, INC.",WOODLAND,,"VAN DER LAAN, HIERONYMUS J.M.",1,nan
3605,251010712,8373027,assignment,2010-10-06,2013-02-12,2010-09-15,"SEMINIS VEGETABLE SEEDS, INC.",WOODLAND,,"VAN DER LAAN, HIERONYMUS J.M.",1,nan
3606,251010687,8373028,assignment,2010-10-06,2013-02-12,2010-09-15,"SEMINIS VEGETABLE SEEDS, INC.",WOODLAND,,"VAN DER LAAN, HIERONYMUS J.M.",1,nan
3607,251010657,8373029,assignment,2010-10-06,2013-02-12,2010-09-15,"SEMINIS VEGETABLE SEEDS, INC.",WOODLAND,,"VAN DER LAAN, HIERONYMUS J.M.",1,nan
3608,229540757,8356726,assignment,2009-07-14,2013-01-22,2009-06-23,"HAMILTON BEACH BRANDS, INC.",GLEN ALLEN,,"ROMANDY, MARK K.",1,nan
3609,208480521,8381942,assignment,2008-04-24,2013-02-26,2008-04-01,"HAMILTON BEACH BRANDS, INC.",GLEN ALLEN,,"ROMANDY, MARK K.",1,nan
3610,242080031,8358216,assignment,2010-04-08,2013-01-22,2010-04-06,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD.","NANSHAN, SHENZHEN",,"DU, PENG",1,CHINA
3611,312640896,8365450,assignment,2013-09-24,2014-07-15,2013-09-24,"DRAPER, INC.",SPICELAND,,"REDMON, SHANON O.",1,nan
3612,201160948,8384090,assignment,2007-11-15,2013-02-26,2005-02-10,"CREE, INC.",DURHAM,,"POWELL, ADRIAN",1,nan
3613,239490988,8356623,assignment,2010-02-17,2013-01-22,2009-12-07,"HORIBA STEC, CO., LTD.","KYOTO-SHI, KYOTO",,"ISOBE, YASUHIRO",1,JAPAN
3614,249830783,8412655,assignment,2010-09-14,2013-04-02,2010-05-16,ORIDION MEDICAL 1987 LTD.,HAR-HOTZVIM,,"COLMAN, JOSHUA LEWIS",1,ISRAEL
3615,249830834,8414488,assignment,2010-09-14,2013-04-09,2010-04-25,ORIDION MEDICAL 1987 LTD.,HAR-HOTZVIM,,"COLMAN, JOSHUA LEWIS",1,ISRAEL
3616,210580391,8365956,assignment,2008-05-27,2013-02-05,2008-05-15,LANCER PARTNERSHIP.LTD.,SAN ANTONIO,,"EDWARDS, WILLIAM A.",1,nan
3617,268470330,8365957,assignment,2011-08-23,2013-02-05,2008-05-15,"LANCER PARTNERSHIP, LTD.",SAN ANTONIO,,"EDWARDS, WILLIAM A.",1,nan
3618,302730628,8403921,assignment,2013-04-22,2013-04-25,2006-03-16,OPTIMEDICA CORPORATION,SUNNYVALE,,"BLUMENKRANZ, MARK S.",1,nan
3619,302730741,8425497,assignment,2013-04-22,2013-04-25,2006-03-16,OPTIMEDICA CORPORATION,SUNNYVALE,,"BLUMENKRANZ, MARK S.",1,nan
3620,235670197,8374480,assignment,2009-11-24,2013-02-12,2009-11-24,"ATEN INTERNATIONAL CO., LTD.","SHIJR CITY, TAIPEI,",,"LIU, YI-LI",1,TAIWAN
3621,240830512,8422387,assignment,2010-03-16,2013-04-16,2010-03-14,HTC CORPORATION,TAOYUAN COUNTY,,"HSU, CHIA-CHUN",1,TAIWAN
3622,251130804,8389267,assignment,2010-10-08,2013-03-05,2010-10-06,"BIOMERIEUX, INC",DURHAM,,"DEOL, PARAMPAL",1,nan
3623,251150085,8389268,assignment,2010-10-08,2013-03-05,2010-10-06,"BIOMERIEUX, INC",DURHAM,,"DEOL, PARAMPAL",1,nan
3624,225890134,8441494,assignment,2009-04-23,2013-05-14,2009-04-22,"VMWARE, INC.",PALO ALTO,,"BYFORD, DUSTIN",1,nan
3625,211620209,8373093,assignment,2008-06-27,2013-02-12,2008-05-22,"LINCOLN GLOBAL, INC.",CITY OF INDUSTRY,,"PETERS, STEVEN R.",1,nan
3626,491680248,8440193,assignment,2019-05-14,2019-05-15,2008-10-03,AMGEN INC.,THOUSAND OAKS,,"PADHI, IAN DESMOND",1,nan
3627,246170680,8420346,assignment,2010-06-30,2013-04-16,2010-06-30,"BIOMERIEUX, INC.",DURHAM,,"LOVERN, DOUGLAS, MR",1,nan
3628,280920323,8368667,assignment,2012-04-23,2013-02-05,2012-04-09,CIRQUE CORPORATION,SALT LAKE CITY,,"VINCENT, PAUL",1,nan
3629,279330565,8366750,assignment,2012-03-27,2013-02-05,2011-11-08,"GLOBUS MEDICAL, INC",AUDUBON,,"IOTT, ANDREW",1,nan
3630,228480139,8396037,assignment,2009-06-19,2013-03-12,2009-06-16,HTC CORPORATION,TAOYUAN COUNTY,,"WU, CHIH-HSIANG",1,TAIWAN
3631,228620263,8443166,assignment,2009-06-23,2013-05-14,2009-06-17,"VMWARE, INC.",PALO ALTO,,"CZEZATKE, CHRISTIAN",1,nan
3632,244100426,8427104,assignment,2010-05-19,2013-04-23,2010-05-05,THE RAYMOND CORPORATION,GREENE,,"MCCABE, PAUL P.",1,nan
3633,251760307,8378294,assignment,2010-10-21,2013-02-19,2010-10-15,SHIMADZU CORPORATION,"KYOTO-SHI, KYOTO",,"MUKAIBATAKE, KAZUO",1,JAPAN
3634,218980212,8433317,assignment,2008-11-27,2013-04-30,2008-11-25,HTC CORPORATION,TAOYUAN COUNTY,,"WU, CHIH-HSIANG",1,TAIWAN
3635,244490929,8424248,assignment,2010-05-27,2013-04-23,2002-01-10,"AMESBURY GROUP, INC.",AMESBURY,,"UKEN, STUART J.",1,nan
3636,226730434,8375574,assignment,2009-05-12,2013-02-19,2006-08-25,ABBOTT DIABETES CARE INC.,ALAMEDA,,"WANG, YI",1,nan
3637,266940615,8430983,assignment,2011-08-03,2013-04-30,2011-06-21,"OWENS CORNING INTELLECTUAL CAPITAL, LLC",TOLEDO,,"VERMILION, DONN",1,nan
3638,378810568,8382297,assignment,2016-03-03,2016-03-04,2016-02-19,"ROCKWELL COLLINS, INC.",CEDAR RAPIDS,,"CHRISTIE DIGITAL SYSTEMS USA, INC.",1,nan
3639,292320676,8383042,namechg,2012-11-02,2013-04-09,2011-06-29,MOLECULAR DEVICES (NEW MILTON) LTD.,"NEW MILTON, HAMPSHIRE",,GENETIX LIMITED,1,UNITED KINGDOM
3640,259270261,8374870,assignment,2011-03-09,2013-02-12,2007-04-24,"VOCOLLECT, INC.",PITTSBURGH,,"BRAHO, KEITH",1,nan
3641,246670026,8417812,assignment,2010-07-12,2013-04-09,2010-07-09,"VMWARE, INC.",PALO ALTO,,"GULATI, AJAY",1,nan
3642,296820075,8394436,assignment,2013-01-23,2019-10-08,2012-07-11,"GENERAL MILLS, INC.",MINNEAPOLIS,,"GENERAL MILLS MARKETING, INC.",1,nan
3643,292510759,8361067,assignment,2012-11-06,2013-04-23,2012-08-24,"RELIEVANT MEDSYSTEMS, INC.",REDWOOD CITY,,"PELLEGRINO, RICHARD",1,nan
3644,427140705,8419731,assignment,2017-06-07,2018-10-30,2012-08-24,"RELIEVANT MEDSYSTEMS, INC.",REDWOOD CITY,,"PELLEGRINO, RICHARD",1,nan
3645,260140756,8404717,assignment,2011-03-24,2013-03-26,2010-07-12,CELGENE CORPORATION,SUMMIT,,"ZELDIS, JEROME B.",1,nan
3646,234700988,8380443,assignment,2009-11-04,2013-02-19,2009-10-20,CFD RESEARCH CORPORATION,HUNTSVILLE,,"PRABHAKARPANDIAN, BALABHASKAR",1,nan
3647,493340981,8393279,assignment,2019-05-31,2020-01-07,2019-05-21,"INTERNATIONAL E-Z UP, INC.",NORCO,,"CARTER, MARK C.",1,nan
3648,253670669,8425132,namechg,2010-11-16,2013-04-23,2009-03-31,DATAMAX-O'NEIL CORPORATION,ORLANDO,,DATAMAX CORPORATION,1,nan
3649,181270481,8414547,assignment,2006-07-24,2013-04-09,2006-06-23,"C.R. BARD, INC.",MURRAY HILL,,"DIFIORE, ATTILIO",1,nan
3650,217930350,8402441,assignment,2008-11-06,2013-03-19,2008-08-14,"VMWARE, INC.",PALO ALTO,,"BUDKO, DMITRIY",1,nan
3651,323560456,8401080,assignment,2014-03-05,2014-03-06,2014-01-24,DOLBY INTERNATIONAL AB,AMSTERDAM ZUIDOOST,,PANASONIC CORPORATION,1,NETHERLANDS
3652,514040930,8397426,assignment,2020-01-02,2020-01-03,2019-03-01,RB (HYGIENE HOME) AUSTRALIA PTY LTD,"SYDNEY, NEW SOUTH WALES",,RECKITT BENCKISER (AUSTRALIA) PTY LIMITED,1,AUSTRALIA
3653,323560456,8396116,assignment,2014-03-05,2014-03-06,2014-01-24,DOLBY INTERNATIONAL AB,AMSTERDAM ZUIDOOST,,PANASONIC CORPORATION,1,NETHERLANDS
3654,247610396,8384028,assignment,2010-07-29,2013-02-26,2010-07-13,SHIMADZU CORPORATION,"KYOTO-SHI, KYOTO",,"FUJITA, SHINJIRO",1,JAPAN
3655,232000917,8434196,assignment,2009-09-08,2013-05-07,2009-09-03,THE GOVERNMENT OF THE UNITED STATES AS REPRESENTED BY THE SECRETARY OF THE AIR FORCE,ARLINGTON,,"MURPHEY, THOMAS W.",1,nan
3656,261450069,8410424,assignment,2011-04-18,2013-04-02,2006-09-07,THERMO FINNIGAN LLC,SAN JOSE,,"MAKAROV, ALEXANDER A.",1,nan
3657,174190950,8440466,assignment,2006-04-04,2013-05-14,2006-02-27,"HORIBA, LTD.",KYOTO,,"NAKAMURA, HIROSHI",1,JAPAN
3658,348800704,8361913,namechg,2015-02-03,2015-02-05,2015-01-01,"KIMBERLY-CLARK WORLDWIDE, INC.",NEENAH,,"KIMBERLY-CLARK WORLDWIDE, INC.",1,nan
