rf_id,ee_name,ee_address_1,ee_address_2,ee_city,ee_state,ee_postcode,ee_country
187700825,VERITAS OPERATING CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
187760867,"CELLOMICS, INC.",100 TECHNOLOGY DRIVE,,PITTSBURGH,PENNSYLVANIA,15219,
187840074,"ROCHE DIAGNOSTICS OPERATIONS, INC.",9115 HAGUE ROAD,,INDIANAPOLIS,INDIANA,46250,
187870237,"METROLOGIC INSTRUMENTS, INC.",90 COLES ROAD,,BLACKWOOD,NEW JERSEY,08012,
187880096,QNX SOFTWARE SYSTEMS GMBH & CO. KG,BECKER-GORING STRASSE 16,,KARLSBAD,,76307,GERMANY
187970297,"ALLERGAN, INC.",2525 DUPONT,T2-7H,IRVINE,CALIFORNIA,92612,
187970366,"ALLERGAN, INC.",2525 DUPONT DRIVE,T2-7H,IRVINE,CALIFORNIA,92612,
188020879,"ALLERGAN, INC.",2525 DUPONT DRIVE,T2-7H,IRVINE,CALIFORNIA,92612,
188050303,AUDIOVOX CORPORATION,150 MARCUS BOULEVARD,,HAUPPAUGE,NEW YORK,11788,
188050582,QNX SOFTWARE SYSTEMS GMBH & CO. KG,BECKER-GORING-STRASSE 16,,KARLSBAD,,76307,GERMANY
188260196,"F5 NETWORKS, INC",401 ELLIOTT AVENUE WEST,,SEATTLE,WASHINGTON,98119,
188260691,AYLWARD LLC,401 INDUSTRIAL DRIVE,,NEW BERN,NORTH CAROLINA,28562,
188280880,"PASSOLOGY CO., LTD.","3-2-2, KANDA-OGAWAMACHI, CHIYODA-KU",TENSHINKAN BUILD. 3F,TOKYO,,101-0052,JAPAN
188470021,"AYLWARD ENTERPRISES, LLC",401 INDUSTRIAL DRIVE,,NEW BERN,NORTH CAROLINA,28562,
188470357,"METROLOGIC INSTRUMENTS, INC.",90 COLES ROAD,,BLACKWOOD,NEW JERSEY,08012,
188470485,"METROLOGIC INSTRUMENTS, INC.",90 COLES ROAD,,BLACKWOOD,NEW JERSEY,08012,
188470639,"METROLOGIC INSTRUMENTS, INC.",90 COLES ROAD,,BLACKWOOD,NEW JERSEY,08012,
188500010,SPOTFIRE AB,FORSTA LANGGATAN 26,,SE-413 28 GOTEBORG,,,SWEDEN
188500309,"METROLOGIC INSTRUMENTS, INC.",90 COLES ROAD,,BLACKWOOD,NEW JERSEY,08012,
188500782,"METROLOGIC INSTRUMENTS, INC.",90 COLES ROAD,,BLACKWOOD,NEW JERSEY,08012,
188510228,"METROLOGIC INSTRUMENTS, INC.",90 COLES ROAD,,BLACKWOOD,NEW JERSEY,08012,
188550625,"METROLOGIC INSTRUMENTS, INC.",90 COLES ROAD,,BLACKWOOD,NEW JERSEY,08012,
188560924,LUCKY LITTER LLC,2 NORTH RIVERSIDE PLAZA,SUITE 1433,CHICAGO,ILLINOIS,60606,
188580962,"PKWARE, INC.","648 N. PLANKINTON AVE., SUITE 220",,MILWAUKEE,WISCONSIN,53203,
188590637,AHURA CORPORATION,46 JONSPIN ROAD,,WILMINGTON,MASSACHUSETTS,01887,
188790738,QNX SOFTWARE SYSTEMS GMBH & CO. KG,BECKER-GORING STRASSE 16,,KARLSBAD,,76307,GERMANY
188800115,QNX SOFTWARE SYSTEMS GMBH & CO. KG,BECKER-GORING-STASSE 16,,KARLSBAD,,76307,GERMANY
188800227,"NEKTAR THERAPEUTICS AL, CORPORATION",490 DISCOVERY DRIVE,,HUNTSVILLE,ALABAMA,35806,
188810375,VONAGE NETWORK,23 MAIN ST.,,HOLMDEL,NEW JERSEY,07733,
188830713,GEORGIA-PACIFIC CHEMICALS LLC,"133 PEACHTREE STREET, N.E.",,ATLANTA,GEORGIA,30303,
188980722,"EMERSON NETWORK POWER, ENERGY SYSTEMS, NORTH AMERICA, INC.",4350 WEAVER PARKWAY,,WARRENVILLE,ILLINOIS,60555,
188980984,"VARITREX, LLC",1939 TALAMORE COURT SE,,GRAND RAPIDS,MICHIGAN,49546,
189240850,"BIOSENSE WEBSTER, INC.",3333 DIAMOND CANYON ROAD,,DIAMOND BAR,CALIFORNIA,91765,
189260896,TYCO HEALTHCARE GROUP LP,195 MCDERMOTT ROAD,,NORTH HAVEN,CONNECTICUT,06473,
189510529,ARROW INTERNATIONAL INVESTMENT CORP.,3411 SILVERSIDE ROAD,,WILMINGTON,DELAWARE,19810,
189510985,"HUNT TECHNOLOGIES, INC.",2900 DUNCAN RD,,LAFAYETTE,INDIANA,47904,
189580037,LUCKY LITTER LLC,2 NORTH RIVERSIDE PLAZA,SUITE 1433,CHICAGO,ILLINOIS,60606,
189610658,"ACORNE ENTERPRISES, LLC",711 SOUTH CARSON STREET,,CARSON CITY,NEVADA,89701,
189630081,"STREAMBASE SYSTEMS, INC.",181 SPRING STREET,,LEXINGTON,MASSACHUSETTS,02421,
189700447,BROAD REACH SECURITY LLC,206 WAVERLY ROAD,,WESTON,MASSACHUSETTS,02493,
189910926,"BELKIN INTERNATIONAL, INC.",501 W. WALNUT STREET,,COMPTON,CALIFORNIA,90220,
190070016,"ROCHE DIAGNOSTICS OPERATIONS, INC.",9115 HAGUE ROAD,,INDIANAPOLIS,INDIANA,46250,
190090356,M & FC HOLDING LLC,8601 SIX FORKS ROAD,,RALEIGH,NORTH CAROLINA,27615,
190100583,SHERWOOD SERVICES AG,BAHNHOFSTRASSE 29,,SCHAFFHAUSEN,,8200,SWITZERLAND
190120366,POWERLIGHT CORPORATION,2954 SAN PABLO AVENUE,,BERKELEY,CALIFORNIA,94710,
190140555,HUTCHINSON TECHNOLOGY INCORPORATED,40 WEST HIGHLAND PARK DRIVE N.E.,,HUTCHINSON,MINNESOTA,55350-9784,
190170148,"PASS & SEYMOUR, INC.",50 BOYD AVENUE,,SYRACUSE,NEW YORK,13209,
190170219,"PASS & SEYMOUR, INC.",50 BOYD AVENUE,,SYRACUSE,NEW YORK,13209,
190170278,"PASS & SEYMOUR, INC.",50 BOYD AVENUE,,SYRACUSE,NEW YORK,13209,
190170334,"PASS & SEYMOUR, INC.",50 BOYD AVENUE,,SYRACUSE,NEW YORK,13209,
190170365,"PASS & SEYMOUR, INC.",50 BOYD AVENUE,,SYRACUSE,NEW YORK,13209,
190220708,"THE NANOSTEEL COMPANY, INC.",67 CEDAR STREET,SUITE 101,PROVIDENCE,RHODE ISLAND,02903,
190280950,INTERMEC IP CORP.,"6001 36TH AVENUE, WEST",C/O LEGAL DEPARTMENT,EVERETT,WASHINGTON,98203,
190390596,CORANGE INTERNATIONAL LIMITED,"CORNER HOUSE, 20 PARLIAMENT STREET",,HAMILTON,,HM 12,BERMUDA
190430384,"ALCON, INC.",BOSCH 69,,HUNENBERG,,6331,SWITZERLAND
190450199,"BERN, UNIVERSITY OF",HOCHSCHULSTRASSE 4,,CH-3012 BERN,,CH-3012,SWITZERLAND
190580426,"HAMILTON BEACH/PROCTOR-SILEX, INC.",4421 WATERFRONT DRIVE,,GLEN ALLEN,VIRGINIA,19103,
190730047,"PIVIT HITCH, INC.",5490 VIA RICARDO,,RIVERSIDE,CALIFORNIA,92509,
190730095,"EXTREME ENGINEERING, INC.",5490 VIA RICARDO,,RIVERSIDE,CALIFORNIA,92509,
190900174,TYCO HEALTHCARE GROUP LP,195 MCDERMOTT ROAD,,NORTH HAVEN,CONNECTICUT,06473,
190940017,"PML MICROBIOLOGICALS, INC.",27120 N.W. 95TH AVENUE,,WILSONVILLE,OREGON,97070,
191020433,"CODMAN & SHURTLEFF, INC.",325 PARAMOUNT DRIVE,,RAYNHAM,MASSACHUSETTS,02767,
191020481,"RELIEVANT MEDSYSTEMS, INC.",721 SANDOVAL WAY,,HAYWARD,CALIFORNIA,94544,
191060880,"CODMAN & SHURTLEFF, INC.",325 PARAMOUNT DRIVE,,RAYNHAM,MASSACHUSETTS,02767,
191270753,THEKEN SURGICAL LLC,1100 NOLA AVENUE,,BARBERTON,OHIO,44203,
191400146,MASIMO CORPORATION,40 PARKER,,IRVINE,CALIFORNIA,92618,
191770784,HUTCHINSON TECHNOLOGY INCORPORATED,40 WEST HIGHLAND PARK DRIVE N.E.,,HUTCHINSON,MINNESOTA,55350-9784,
191890558,CFD RESEARCH CORPORATION,"CUMMINGS RESEARCH PARK, 215 WYNN DRIVE",,HUNTSVILLE,ALABAMA,35805,
192000740,VERITAS OPERATING CORPORATION,350 ELLIS STREET,,MOUNTAIN VIEW,CALIFORNIA,94043,
192040720,THERMO FISHER SCIENTIFIC (BREMEN) GMBH,HANNA-KUNATH-STR. 11,,BREMEN,,D-28199,GERMANY
192080212,"VIDEOIQ, INC.",BAY COLONY CORPORATE CENTER,"1000 WINTER STREET, SUITE 4500",WALTHAM,MASSACHUSETTS,02451,
192100461,"ALCON MANUFACTURING, LTD.",6201 SOUTH FREEWAY,,FORT WORTH,TEXAS,76134,
192110685,"COMMVAULT SYSTEMS, INC.",2 CRESCENT PLACE,P.O. BOX 900,OCEANPORT,NEW JERSEY,07757,
192180250,"VOCOLLECT, INC.",703 RODI ROAD,,PITTSBURGH,PENNSYLVANIA,15235,
192180266,HUTCHINSON TECHNOLOGY INCORPORATED,40 WEST HIGHLAND PARK DRIVE N.E.,,HUTCHINSON,MINNESOTA,55350-9784,
192430790,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
192430836,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
192600970,HUMANSCALE CORP.,11 EAST 26TH STREET,,NEW YORK,NEW YORK,10010,
192620665,"COMMVAULT SYSTEMS, INC.",2 CRESCENT PLACE,,OCEANPORT,NEW JERSEY,07757-0090,
192620881,ELLIOTT COMPANY,901 NORTH FOURTH STREET,,JEANNETTE,PENNSYLVANIA,15644-1473,
192740680,"IASIS MEDICAL, LLC",6393 OAKGREEN AVENUE SOUTH,,HASTINGS,MINNESOTA,55033,
192770146,"PLATYPUS TECHNOLOGIES, LLC","5520 NOBEL DRIVE, SUITE 100",,MADISON,WISCONSIN,53711,
192820244,"UDT SENSORS, INC.",12525 CHADRON AVE.,,HAWTHORNE,CALIFORNIA,90250,
192870602,"ESA BIOSCIENCES, INC.",22 ALPHA ROAD,,CHELMSFORD,MASSACHUSETTS,01824,
193000464,"ROCHE DIAGNOSTICS OPERATIONS, INC.",9115 HAGUE ROAD,,INDIANAPOLIS,INDIANA,46250,
193040006,"ICU MEDICAL, INC.",951 CALLE AMANECER,,SAN CLEMENTE,CALIFORNIA,92673,
193040798,"GE HOMELAND PROTECTION, INC.",7151 GATEWAY BLVD.,,NEWARK,CALIFORNIA,94560-1012,
193050918,"EVEREADY BATTERY COMPANY, INC.",533 MARYVILLE UNIVERSITY DRIVE,,ST. LOUIS,MISSOURI,63141,
193070191,"GE HOMELAND PROTECTION, INC.",7151 GATEWAY BLVD.,,NEWARK,CALIFORNIA,94560-1012,
193120057,NUFERN,7 AIRPORT PARK ROAD,,EAST GRANBY,CONNECTICUT,06026,
193140004,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
193140036,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
193240710,"UNITED STATES OF AMERICA, THE",1176 HOWELL STREET,"NAVAL UNDERSEA WARFARE CENTER, DIVISION NEWPORT, OFFICE OF COUNSEL",NEWPORT,RHODE ISLAND,02841-1708,
193380900,BAXTER INTERNATIONAL INC.,ONE BAXTER PARKWAY,,DEERFIELD,ILLINOIS,60015,
193410068,"DIAPEDIA, L.L.C.",200 INNOVATION BLVD.,SUITE 240,STATE COLLEGE,PENNSYLVANIA,16803,
193410101,"LIPPERT COMPONENTS, INC.",2766 COLLEGE AVENUE,,GOSHEN,INDIANA,46258,
193440693,"LIPPERT COMPONENTS, INC.",2766 COLLEGE AVENUE,,GOSHEN,INDIANA,46258,
193470090,"VISX, INCORPORATED",3400 CENTRAL EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95051,
193530543,CERTICOM CORP.,5520 EXPLORER DRIVE,4TH FLOOR,"MISSISSAUGA, ONTARIO",,L4W 5L1,CANADA
193830476,"VISX, INCORPORATED",3400 CENTRAL EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95051-0703,
193840534,"SHUFFLE MASTER, INC.",1106 PALMS AIRPORT DRIVE,,LAS VEGAS,NEVADA,89119,
193890605,HUTCHINSON TECHNOLOGY INCORPORATED,40 WEST HIGHLAND PARK,,HUTCHINSON,MINNESOTA,55350-9784,
193910177,SYMANTEC CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,TEXAS,95014,
194030001,SHERWOOD SERVICES AG,BAHNHOFSTRASSE 29,,SCHAFFHAUSEN,,8200,SWITZERLAND
194030233,SHERWOOD SERVICES AG,BAHNHOFSTRASSE 29,,SCHAFFHAUSEN,,8200,SWITZERLAND
194070027,"REELEX PACKAGING SOLUTIONS, INC.",39 JON BARRET RD.,,PATTERSON,NEW YORK,12563,
194070136,YOUNG ENTERPRISES LLC,75 SEDGEWICK DRIVE,,NORTH SCITUATE,MASSACHUSETTS,02066,
194070916,NATUS MEDICAL INCORPORATED,1501 INDUSTRIAL ROAD,,SAN CARLOS,CALIFORNIA,94070,
194150798,VERITAS OPERATING CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
194170420,"HEMOGENIX, INC.",4405 NORTH CHESTNUT STREET,SUITE D,COLORADO SPRINGS,COLORADO,80907,
194170424,"HEMOGENIX, INC.",4405 NORTH CHESTNUT STREET,SUITE D,COLORADO SPRINGS,COLORADO,80907,
194190381,CORANGE INTERNATIONAL LIMITED,"CORNER HOUSE, 20 PARLIAMENT STREET",,HAMILTON,,MM 12,BERMUDA
194290151,VERITAS OPERATING CORPORATION,350 ELLIS STREET,,MOUNTAIN VIEW,CALIFORNIA,94043,
194460246,"HOLOGIC, INC.",35 CROSBY DRIVE,,BEDFORD,MASSACHUSETTS,01730-1401,
194480927,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
194660001,POWERLIGHT CORPORATION,2954 SAN PABLO AVENUE,,BERKELEY,CALIFORNIA,94702,
194940101,KIRIN-AMGEN INC.,ONE AMGEN CENTER DRIVE,C/O AMGEN INC.,THOUSAND OAKS,CALIFORNIA,91320,
194940633,"ADVANCED MEDICAL OPTICS, INC.",1700 EAST ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
195010033,"ESCALON VASCULAR IP HOLDINGS, INC.",1314 KING STREET,,WILMINGTON,DELAWARE,19899,
195050068,"ADVANCED MEDICAL OPTICS, INC.",1700 EAST ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
195050187,"ADVANCED MEDICAL OPTICS, INC.",1700 EAST ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
195050377,NUFERN,7 AIRPORT PARK ROAD,,EAST GRANBY,CONNECTICUT,06026,
195060367,NUFERN,7 AIRPORT PARK ROAD,,EAST GRANBY,CONNECTICUT,06026,
195190120,UNIPATH LIMITED,PRIORY BUSINESS PARK,,BEDFORD,,MK44 3UP,UNITED KINGDOM
195190136,INVERNESS MEDICAL SWITZERLAND GMBH,BAHNOFSTRASSE 28,,ZUG,,CH 6300,SWITZERLAND
195280228,AMGEN INC.,ONE AMGEN CENTER DRIVE,MS-28-2-C,THOUSAND OAKS,CALIFORNIA,91320-1799,
195290836,"LIPPERT COMPONENTS, INC.",2766 COLLEGE AVENUE,"C/O LIPPERT COMPONENTS MANUFACTURING, INC.",GOSHEN,INDIANA,46528,
195290938,"NEUROPACE, INC.",1375 SHOREBIRD WAY,,MOUNTAIN VIEW,CALIFORNIA,94043,
195340412,"HILL-ROM SERVICES, INC.","300 DELAWARE STREET, SUITE 530",,WILMINGTON,DELAWARE,19801,
195630356,JAPAN SCIENCE AND TECHNOLOGY AGENCY,"4-1-8, HONCHO",,"KAWAGUCHI CITY, SAITAMA PREFECTURE",,332-0012,JAPAN
195740021,MERCK & CO. INC.,P.O. BOX 2000,RY60-30,RAHWAY,NEW JERSEY,07065-0907,
195760028,"MERCK & CO., INC.",P.O. BOX 2000,RY60-30,RAHWAY,NEW JERSEY,07065-0907,
195800133,"MASIMO LABORATORIES, INC.",40 PARKER,,IRVINE,CALIFORNIA,92618,
195800136,"MASIMO LABORATORIES, INC.",40 PARKER,,IRVINE,CALIFORNIA,92618,
195800142,"MASIMO LABORATORIES, INC.",40 PARKER,,IRVINE,CALIFORNIA,92618,
195820031,"MASIMO LABORATORIES, INC.",40 PARKER,,IRVINE,CALIFORNIA,92618,
195850195,MILWAUKEE ELECTRIC TOOL CORPORATION,13135 WEST LISBON ROAD,,BROOKFIELD,WISCONSIN,53005,
196000122,"TARGEGEN, INC.",9380 JUDICIAL DRIVE,,SAN DIEGO,CALIFORNIA,92121,
196050713,"CHAMBERS MEDICAL, LLC",200 SOUTH SIXTH STREET,SUITE 4000,MINNEAPOLIS,MINNESOTA,55402,
196050887,"ADVANCED NEUROMODULATION SYSTEMS, INC.",6901 PRESTON ROAD,,PLANO,TEXAS,75024,
196140875,"ASTHMATX, INC.",1340 SPACE PARK WAY,,MOUNTAIN VIEW,CALIFORNIA,94043,
196170893,"LEICA GEOSYSTEMS GEOSPATIAL IMGAGING, LLC",5051 PEACHTREE CORNERS CIR.,SUITE 100,NORCROSS,GEORGIA,30092,
196280553,"UROPLASTY, INC.",5420 FELTI ROAD,,MINNETONKA,MINNESOTA,55343,
196340376,"PROCTER & GAMBLE COMPANY, THE",ONE PROCTER & GAMBLE PLAZA,ATTENTION: CHIEF PATENT COUNSEL,CINCINNATI,OHIO,45202,
196390944,QNX SOFTWARE SYSTEMS GMBH & CO. KG,BECKER-GORING-STRASSE 16,,KARLSBAD,,76307,GERMANY
196580103,"MEDICAL COMPONENTS, INC.",1499 DELP DRIVE,,HARLEYSVILLE,PENNSYLVANIA,19438,
196880658,"ORTHOCON, INC.",675 US HIGHWAY ONE,,NORTH BRUNSWICK,NEW JERSEY,08902,
196880702,"ORTHOCON, INC.",675 US HIGHWAY ONE,,NORTH BRUNSWICK,NEW JERSEY,08902,
196890363,"HILL-ROM SERVICES, INC.","300 DELAWARE AVENUE, SUITE 530",,WILMINGTON,DELAWARE,19801,
196900178,"VEYANCE TECHNOLOGIES, INC.",1144 EAST MARKET STREET,,AKRON,OHIO,44316,
197140897,ANDREW WIRELESS SYSTEMS GMBH,INDUSTIERING 10,,"BUCHDORF, 86675",,,GERMANY
197210321,"FOUNDRY NETWORKS, INC.",4980 GREAT AMERICA PARKWAY,,SANTA CLARA,CALIFORNIA,95054,
197280523,"ROCHE DIAGNOSTICS OPERATIONS, INC.",9115 HAGUE ROAD,,INDIANAPOLIS,INDIANA,46250,
197340204,ELAN DRUG DELIVERY LIMITED,1 MERE WAY,RUDDINGTON,NOTTINGHAM,,NG11 6JS,UNITED KINGDOM
197430633,VERITAS OPERATING CORPORATION,20330 STEVENS CREEK BLVD,,CUPERTINO,CALIFORNIA,95014,
197440882,STRYKER CORPORATION,4100 E. MILHAM AVENUE,,KALAMAZOO,MICHIGAN,49001,
197440887,STRYKER CORPORATION,4100 E. MILHAM AVENUE,,KALAMAZOO,MICHIGAN,49001,
197440897,STRYKER CORPORATION,4100 E. MILHAM AVENUE,,KALAMAZOO,MICHIGAN,49001,
197440907,STRYKER CORPORATION,4100 E. MILHAM AVENUE,,KALAMAZOO,MICHIGAN,49001,
197480289,"YAUPON THERAPEUTICS, INC.",259 N. RADNOR CHESTER ROAD,SUITE 210,RADNOR,PENNSYLVANIA,19087,
197540117,"HORIBA, LTD.","2, MIYANOHIGASHI-CHO","KISSHOIN, MINAMI-KU",KYOTO,,,JAPAN
197560428,"COMMVAULT SYSTEMS, INC.",2 CRESCENT PLACE,,OCEANPORT,NEW JERSEY,07757-0090,
197610608,QNX SOFTWARE SYSTEMS GMBH & CO. KG,BECKER-GORING-STRASSE 16,,KARLSBAD,,76307,GERMANY
197630958,QNX SOFTWARE SYSTEMS GMBH & CO. KG,BECKER-GORING-STRASSE 16,,KARLSBAD,,76307,GERMANY
197630974,QNX SOFTWARE SYSTEMS GMBH & CO. KG,BECKER-GORING-STRASSE 16,,KARLSBAD,,76307,GERMANY
197650455,"ESCIENT CONVERGENCE GROUP, INC.",6325 DIGITAL WAY,,INDIANAPOLIS,INDIANA,46278,
197650498,"ESCIENT TECHNOLOGIES, LLC",6325 DIGITAL WAY,,INDIANAPOLIS,INDIANA,46278,
197650543,ESCIENT INC.,12955 OLD MERIDIAN STREET,SUITE 107,CARMEL,INDIANA,46032,
197690510,SIEMENS MEDICAL SOLUTIONS DIAGNOSTICS,511 BENEDICT AVENUE,LAW & PATENTS DEPT.,TARRYTOWN,NEW YORK,10591,
197720915,"TERRA SYSTEMS, INC.","1035 PHILADELPHIA PIKE, SUITE E",,WILMINGTON,DELAWARE,19809,
197810217,"WARNER CHILCOTT COMPANY, INC. (A PUERTO RICAN CORPORATION)","UNION STREET, ROAD 195 KM 1.1",,FAJARDO,,00738,PUERTO RICO
197810651,SYMANTEC CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
197940294,SYMANTEC CORPORATION,350 ELLIS STREET,,MOUNTAIN VIEW,CALIFORNIA,94043,
197950433,"OWENS CORNING INTELLECTUAL CAPITAL, LLC",ONE OWENS CORNING PARKWAY,,TOLEDO,OHIO,43659,
197950664,SHARP KABUSHIKI KAISHA,"22-22, NAGAIKE-CHO, ABENO-KU",,OSAKA,,545-8522,JAPAN
198010576,"OBJECT VIDEO, INC.",11600 SUNRISE VALLEY DRIVE,SUITE 290,RESTON,VIRGINIA,20191,
198200207,"GOOD TECHNOLOGY, INC.",4250 BURTON DR,,SANTA CLARA,CALIFORNIA,95054,
198200250,"GOOD TECHNOLOGY, INC.",4250 BURTON DRIVE,,SANTA CLARA,CALIFORNIA,95054,
198250037,SYMANTEC CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
198250040,SYMANTEC CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
198250043,SYMANTEC CORPORATION,20330 STEVENS CREEK ROAD,,CUPERTINO,CALIFORNIA,95014,
198260121,SYMANTEC CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
198260127,SYMANTEC CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
198260152,SYMANTEC CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
198430764,PTM PACKAGING TOOLS MACHINERY PTE. LTD.,65 CHULIA STREET #48-02,OCBC CENTRE,SINGAPORE,,049513,SINGAPORE
198450788,"ORION ENERGY SYSTEMS, LTD.",1204 PILGRIM ROAD,,PLYMOUTH,WISCONSIN,53073,
198450965,"ORION ENERGY SYSTEMS, LTD.",1204 PILGRIM ROAD,,PLYMOUTH,WISCONSIN,53073,
198460134,"ORION ENERGY SYSTEMS, LTD.",1204 PILGRIM ROAD,,PLYMOUTH,WISCONSIN,53073,
198460228,"ORION ENERGY SYSTEMS, LTD.",1204 PILGRIM ROAD,,PLYMOUTH,WISCONSIN,53073,
198460278,"ORION ENERGY SYSTEMS, LTD.",1204 PILGRIM ROAD,,PLYMOUTH,WISCONSIN,53073,
198500341,"LIPPERT COMPONENTS, INC.",2766 COLLEGE AVENUE,,GOSHEN,INDIANA,46258,
198640860,"XYZ MICROSYSTEMS, LLC","10427 COGDILL ROAD, SUITE 500",,KNOXVILLE,TENNESSEE,37932,
198770873,"TRAN HOLDINGS, LLC",3348 HERRINGRIDGE DR.,,ORLANDO,FLORIDA,32812,
198990305,WIAV SOLUTIONS LLC,11289 STONES THROW DRIVE,,RESTON,VIRGINIA,20194,
199110016,THERMO ELECTRON SCIENTIFIC INSTRUMENTS LLC,5225 VERONA ROAD,,MADISON,WISCONSIN,53711,
199360305,"BIOFORM MEDICAL, INC.",1875 SOUTH GRANT STREET,SUITE 110,SAN MATEO,CALIFORNIA,94022,
199430182,INTERMEC IP CORP.,6001 36TH AVENUE WEST,CORPORATE LEGAL DEPT.,EVERETT,WASHINGTON,98203,
199640834,SYMANTEC CORPORATION,20330 STEVENS CREEK BLVD.,,CUPERTINO,CALIFORNIA,95014,
199650098,"ASURAGEN, INC.","2150 WOODARD ST,STE 100",,AUSTIN,TEXAS,78744,
199740921,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199740930,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199740939,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199810715,"AUTOMED TECHNOLOGIES, INC.","1300 MORRIS DRIVE, SUITE 100",,CHESTERBROOK,PENNSYLVANIA,19087,
199820096,"C. R. BARD, INC.",730 CENTRAL AVENUE,,MURRAY HILL,NEW JERSEY,07974,
199820547,"VONAGE NETWORK, INC.",23 MAIN STREET,,HOLMDEL,NEW JERSEY,07733,
199840019,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840028,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840037,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840046,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840055,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840064,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840085,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840094,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840103,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840112,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199840121,"COMMSCOPE SOLUTIONS PROPERTIES, LLC",1285 SOUTHERN WAY,,SPARKS,NEVADA,89431,
199980795,"TARGUS GROUP INTERNATIONAL, INC.",1211 NORTH MILLER STREET,,ANAHEIM,CALIFORNIA,92806,
199980824,"TARGUS GROUP INTERNATIONAL, INC.",1211 NORTH MILLER STREET,,ANAHEIM,CALIFORNIA,92806,
199990906,"NANOSTRING TECHNOLOGIES, INC.","210 ELLIOT AVENUE WEST, SUITE 300",,SEATTLE,WASHINGTON,98119,
200070627,"ST. JUDE MEDICAL, ATRIAL FIBRILLATION DIVISION, INC.",6500 WEDGWOOD ROAD,,MAPLE GROVE,MINNESOTA,55311-3642,
200100466,ROBERT BOSCH LLC,2800 SOUTH 25TH AVENUE,,BROADVIEW,ILLINOIS,60155,
200310897,STRYKER CORPORATION,2825 AIRVIEW BOULEVARD,,KALAMAZOO,MICHIGAN,49002,
200310901,STRYKER CORPORATION,2825 AIRVIEW BOULEVARD,,KALAMAZOO,MICHIGAN,49002,
200310905,STRYKER CORPORATION,2825 AIRVIEW BOULEVARD,,KALAMAZOO,MICHIGAN,49002,
