,assignee_id,assignee_organization,assignee_type,assignee_lastknown_country,assignee_total_num_patents,assignee_total_num_inventors,nb_marked_patents,proportion_marked_patents,A,B,C,D,E,F,G,H,proportion_multi_ipc,proportion_A_ipc,proportion_B_ipc,proportion_C_ipc,proportion_D_ipc,proportion_E_ipc,proportion_F_ipc,proportion_G_ipc,proportion_H_ipc
544,853e90ef-fb3b-4b0b-8e54-75a33cabc4ea,"Sanctum Solutions, Inc.",2,US,8,10,1,0.125,0,0,0,0,0,0,7,3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3
546,89a3a25d-79d5-4911-af4d-ce2fe6aab2fb,"InfoLibria, Inc.",2,US,4,8,1,0.25,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25
547,8c7e6cee-c033-4f18-a0eb-9681b0048fa3,"Gemstone Systems, Inc.",2,US,8,9,4,0.5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
548,8da7822a-66ce-4bf4-9402-dc2d0f76da5e,"Cardica, Inc.",2,unknown,165,44,56,0.3393939393939394,165,1,0,0,0,0,0,0,0.006060606060606061,0.9939759036144579,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0
549,93b6e72e-ef22-4e09-8068-b6127474cc86,"ULTRATECH INTERNATIONAL, INC.",2,US,16,11,2,0.125,1,9,0,0,8,1,0,1,0.25,0.05,0.45,0.0,0.0,0.4,0.05,0.0,0.05
550,945253d0-44fe-45cc-9701-9f4d6bc554ec,The Ohio Willow Wood Company,2,US,41,43,19,0.4634146341463415,37,0,0,0,0,1,5,2,0.07317073170731707,0.8222222222222222,0.0,0.0,0.0,0.0,0.022222222222222223,0.1111111111111111,0.044444444444444446
551,96915665-1403-4831-a616-359866a32371,"Proxima Therapeutics, Inc.",2,US,12,9,2,0.16666666666666666,12,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,9e99e5a7-1ba3-4665-b93f-538c6d321072,The Research Foundation for The State University of New York,2,US,1320,2357,6,0.004545454545454545,487,143,475,25,8,26,428,215,0.3196969696969697,0.2695074709463199,0.07913669064748201,0.2628666297731046,0.01383508577753182,0.004427227448810182,0.014388489208633094,0.23685666851134476,0.11898173768677366
554,9ef21642-7ed8-4d18-8864-020e51d26c42,"Promex Technologies, LLC",2,US,20,12,4,0.2,19,1,0,0,0,0,0,0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0
555,9f4119b6-b025-497a-9dd0-07b83242934b,"ALLERGAN, INC.",2,US,1888,908,78,0.0413135593220339,1557,62,847,8,0,2,46,4,0.3305084745762712,0.6163895486935868,0.02454473475851148,0.3353127474267617,0.003167062549485352,0.0,0.000791765637371338,0.018210609659540775,0.001583531274742676
556,9fa4cb49-7a49-4f59-b746-7df9c2f99561,SMART MEDICAL SYSTEMS LTD.,3,IL,78,108,11,0.14102564102564102,38,8,2,0,1,2,35,6,0.16666666666666666,0.41304347826086957,0.08695652173913043,0.021739130434782608,0.0,0.010869565217391304,0.021739130434782608,0.3804347826086957,0.06521739130434782
557,a604129a-0c6f-4efe-92fc-b4f2c3ef7614,Hoya Healthcare Corporation,3,JP,8,14,1,0.125,5,0,1,0,0,0,4,0,0.125,0.5,0.0,0.1,0.0,0.0,0.0,0.4,0.0
558,a60ee06f-dd37-47cc-b858-178561e714f7,IntraLase Corp.,2,US,19,20,10,0.5263157894736842,12,1,0,0,0,0,5,2,0.05263157894736842,0.6,0.05,0.0,0.0,0.0,0.0,0.25,0.1
559,a8b6f8f6-799b-41e2-b7a3-f2bb8350c917,"Reynolds Systems, Inc.",2,US,45,64,2,0.044444444444444446,10,1,4,0,0,31,1,2,0.08888888888888889,0.20408163265306123,0.02040816326530612,0.08163265306122448,0.0,0.0,0.6326530612244898,0.02040816326530612,0.04081632653061224
560,a9dbbcb9-cc77-4bae-9b0f-bdd6ec1a8240,"VNUS Medical Technologies, Inc.",2,US,34,24,6,0.17647058823529413,34,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,ac2a88ba-5dfb-47f3-9776-7f23ac953344,"Inovise Medical, Inc.",2,US,26,21,4,0.15384615384615385,25,1,0,0,0,0,0,0,0.0,0.9615384615384616,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0
562,af1da768-300b-4caf-b315-e02be9b1c0d1,Sarcos Corp.,2,US,67,45,5,0.07462686567164178,22,28,1,0,0,23,17,4,0.373134328358209,0.23157894736842105,0.29473684210526313,0.010526315789473684,0.0,0.0,0.24210526315789474,0.17894736842105263,0.042105263157894736
563,af4974bb-5722-4dc4-a32b-e99c1809dbbb,Cleveland Medical Devices Inc.,2,US,39,22,1,0.02564102564102564,30,0,1,0,0,2,6,5,0.1282051282051282,0.6818181818181818,0.0,0.022727272727272728,0.0,0.0,0.045454545454545456,0.13636363636363635,0.11363636363636363
564,af8f7fc4-8c4b-4919-812b-941cfc0a284e,"CardioNet, Inc.",2,US,21,24,18,0.8571428571428571,13,0,0,0,0,1,7,3,0.09523809523809523,0.5416666666666666,0.0,0.0,0.0,0.0,0.041666666666666664,0.2916666666666667,0.125
565,b0dc182d-7ceb-4567-9a17-16524c4e692a,"Axsun Technologies, Inc.",2,US,149,52,1,0.006711409395973154,5,11,1,0,0,1,114,48,0.174496644295302,0.027777777777777776,0.06111111111111111,0.005555555555555556,0.0,0.0,0.005555555555555556,0.6333333333333333,0.26666666666666666
566,b79d4135-1f87-4a90-a1b6-031a794fc66f,"Vascular Architects, Inc.",2,US,15,20,1,0.06666666666666667,15,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,bfc226d0-931c-46dd-825f-bc6a7fef5713,"Osiris Therapeutics, Inc.",2,US,47,67,1,0.02127659574468085,37,0,28,0,0,0,1,0,0.3829787234042553,0.5606060606060606,0.0,0.42424242424242425,0.0,0.0,0.0,0.015151515151515152,0.0
568,c1449770-2f1c-43b1-bda4-a068c0208ffe,CFD Research Corporation,2,US,50,50,28,0.56,5,22,20,4,0,7,20,7,0.42,0.058823529411764705,0.25882352941176473,0.23529411764705882,0.047058823529411764,0.0,0.08235294117647059,0.23529411764705882,0.08235294117647059
569,c2f392b2-8e02-4415-8428-dda4789b68fe,The Pillsbury Company,2,US,50,305,20,0.4,38,11,0,0,0,0,1,1,0.02,0.7450980392156863,0.21568627450980393,0.0,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549
571,c41d7e0d-39a4-418c-b74b-db506618b118,"TERARECON, INC.",2,US,47,47,30,0.6382978723404256,7,4,0,0,0,0,45,5,0.2127659574468085,0.11475409836065574,0.06557377049180328,0.0,0.0,0.0,0.0,0.7377049180327869,0.08196721311475409
572,c4bd4a76-e38e-4cca-b66a-550ba2155aa6,"Simpson Strong-Tie Company, Inc.",2,US,154,110,44,0.2857142857142857,0,35,2,0,110,35,0,0,0.14935064935064934,0.0,0.19230769230769232,0.01098901098901099,0.0,0.6043956043956044,0.19230769230769232,0.0,0.0
573,c8f7e69a-7354-40c9-99b2-f7d86232d370,"Advanced Tissue Sciences, Inc.",2,US,10,39,1,0.1,4,0,8,0,0,1,0,0,0.3,0.3076923076923077,0.0,0.6153846153846154,0.0,0.0,0.07692307692307693,0.0,0.0
574,c9115245-21cb-4398-a36b-439527b17994,Stichting Centraal Diergeneeskundig Instituut,3,NL,4,18,1,0.25,2,0,1,0,0,0,1,0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0
575,cc926ce2-471c-4021-9c42-13695fc1d622,"YUYAMA MFG. CO., LTD.",3,JP,234,139,0,0.0,64,184,0,0,0,0,103,6,0.36324786324786323,0.1792717086834734,0.5154061624649859,0.0,0.0,0.0,0.0,0.28851540616246496,0.01680672268907563
576,cd4625bb-f87b-42c0-8804-525ec50937cd,"TSI, Incorporated",2,US,79,131,2,0.02531645569620253,13,21,0,0,1,11,51,7,0.27848101265822783,0.125,0.20192307692307693,0.0,0.0,0.009615384615384616,0.10576923076923077,0.49038461538461536,0.0673076923076923
577,ce22e033-646d-41fe-a18d-ceb2c0bd31e4,"Munchkin, Inc.",2,US,107,64,28,0.27102803738317754,64,46,0,1,14,6,3,0,0.22429906542056074,0.47761194029850745,0.34328358208955223,0.0,0.007462686567164179,0.1044776119402985,0.04477611940298507,0.022388059701492536,0.0
578,d93cf913-ea9b-4537-bf7b-b88295551cf3,"I.P.-First, L.L.C.",2,US,30,14,2,0.06666666666666667,0,0,0,0,0,0,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.03333333333333333
579,dcef72d9-1f6f-4fba-9a89-5401aca5875b,"The OR Group, Inc.",2,US,7,8,2,0.2857142857142857,6,1,0,0,0,0,0,0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
580,de2297d8-640c-4ccf-b8de-0b63af7fca18,"Bechtel BWXT Idaho, LLC",2,US,142,218,3,0.02112676056338028,6,35,23,0,9,12,56,5,0.028169014084507043,0.0410958904109589,0.23972602739726026,0.15753424657534246,0.0,0.06164383561643835,0.0821917808219178,0.3835616438356164,0.03424657534246575
581,e284f27b-1d24-4554-b145-d71516bbe4a3,"Poly-Med, Inc.",2,US,112,34,1,0.008928571428571428,90,12,36,11,0,0,0,0,0.3125,0.6040268456375839,0.08053691275167785,0.24161073825503357,0.0738255033557047,0.0,0.0,0.0,0.0
582,e3171c8c-2669-47ef-a807-73436126f70d,"MB RESEARCH LABORATORIES, INC.",2,US,5,39,1,0.2,5,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,e319fbe3-ce0f-4381-81d0-d10be5b8a8a3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2,US,4336,7452,12,0.0027675276752767526,818,737,1044,49,33,196,1687,1389,0.30650369003690037,0.13740970939022343,0.1238031244750546,0.1753737611288426,0.008231143961028054,0.005543423483957669,0.032924575844112215,0.2833865278011087,0.23332773391567277
584,e40fdc37-2710-4676-933a-9babcf7fd3af,"Owens-Corning Fiberglas Technology, Inc.",2,US,261,987,3,0.011494252873563218,3,124,62,27,43,14,5,3,0.07279693486590039,0.010676156583629894,0.4412811387900356,0.2206405693950178,0.09608540925266904,0.15302491103202848,0.0498220640569395,0.017793594306049824,0.010676156583629894
585,e80cf1e5-09ab-4ff1-b8d6-55008a7bcd00,Capitol Vial Inc.,2,US,11,21,1,0.09090909090909091,1,10,0,0,0,0,2,0,0.18181818181818182,0.07692307692307693,0.7692307692307693,0.0,0.0,0.0,0.0,0.15384615384615385,0.0
586,e85b242b-2e6d-4cb8-8a10-1ae416b7324f,SMISSON-CARTLEDGE BIOMEDICAL LLC,2,US,16,17,14,0.875,14,0,0,0,0,5,0,0,0.1875,0.7368421052631579,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0
587,ebbff1c2-e194-42e0-9aaa-a42064e06a62,"Clinical Micro Sensors, Inc.",2,US,42,35,10,0.23809523809523808,0,4,36,0,0,0,19,0,0.3333333333333333,0.0,0.06779661016949153,0.6101694915254238,0.0,0.0,0.0,0.3220338983050847,0.0
589,ed9f57e9-c0c0-4ed3-af7c-c6278d722e6f,"J&L Medical Technology Co., LTD.",3,US,12,19,2,0.16666666666666666,12,0,0,0,0,1,0,0,0.08333333333333333,0.9230769230769231,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0
590,ee8c6739-bef6-42ab-915b-33a7acf3f209,"Bath & Body Works, Inc.",2,US,23,65,1,0.043478260869565216,14,1,5,0,0,6,1,0,0.13043478260869565,0.5185185185185185,0.037037037037037035,0.18518518518518517,0.0,0.0,0.2222222222222222,0.037037037037037035,0.0
592,f666d059-0e6f-4581-ab97-f51e6a2fc0ce,Itamar Medical Ltd.,3,IL,15,9,12,0.8,14,0,0,0,0,0,2,0,0.06666666666666667,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0
593,f8fff3d4-ab91-4d8c-bfdd-b99d3f723fb2,PACTIV LLC,2,US,192,215,8,0.041666666666666664,25,155,20,0,9,0,0,1,0.08854166666666667,0.11904761904761904,0.7380952380952381,0.09523809523809523,0.0,0.04285714285714286,0.0,0.0,0.004761904761904762
594,f9762b36-ba2a-4871-a2f3-0378158f0e3d,Corel Corporation,3,CA,110,141,47,0.42727272727272725,0,1,0,0,0,0,100,19,0.09090909090909091,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.15833333333333333
595,fa13eacb-0252-43ca-ba57-79f9514ae812,University of Southampton,3,GB,142,314,2,0.014084507042253521,22,15,34,1,1,1,73,33,0.22535211267605634,0.12222222222222222,0.08333333333333333,0.18888888888888888,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.40555555555555556,0.18333333333333332
597,fc0f2d69-1391-47eb-a192-b16f861a7fd8,LIKO RESEARCH & DEVELOPMENT AB,3,SE,43,53,14,0.32558139534883723,38,12,0,0,0,3,7,0,0.32558139534883723,0.6333333333333333,0.2,0.0,0.0,0.0,0.05,0.11666666666666667,0.0
598,fe8b31c9-2833-438f-a422-e5987dbfa3aa,THE CLEVELAND CLINIC FOUNDATION,2,US,712,790,5,0.007022471910112359,604,12,103,0,3,11,143,6,0.20926966292134833,0.6848072562358276,0.013605442176870748,0.11678004535147392,0.0,0.003401360544217687,0.012471655328798186,0.1621315192743764,0.006802721088435374
599,ff471d07-9a19-4533-bb96-aad8dda61406,Disetronic Licensing AG,3,CH,74,95,7,0.0945945945945946,64,5,1,0,0,2,4,2,0.05405405405405406,0.8205128205128205,0.0641025641025641,0.01282051282051282,0.0,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564
600,0004b544-00ba-4d48-a9b1-072bfcac8859,CARDIA INNOVATION AB,3,SE,6,5,3,0.5,6,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,02d72dc0-f1cb-4780-a0b5-339352697d80,"Terra Prime Technologies, LLC",2,US,13,23,1,0.07692307692307693,0,3,2,0,3,4,1,2,0.15384615384615385,0.0,0.2,0.13333333333333333,0.0,0.2,0.26666666666666666,0.06666666666666667,0.13333333333333333
602,04e2c10d-9b4a-4b40-a0da-3a743283629f,"Calient Networks, Inc.",2,US,46,48,1,0.021739130434782608,0,1,1,0,0,0,39,9,0.08695652173913043,0.0,0.02,0.02,0.0,0.0,0.0,0.78,0.18
603,08e88dec-db46-4898-88e7-ac79c1ac779d,LIGHT WAVE TECHNOLOGY INC.,3,CA,24,20,3,0.125,12,5,0,0,2,1,6,5,0.25,0.3870967741935484,0.16129032258064516,0.0,0.0,0.06451612903225806,0.03225806451612903,0.1935483870967742,0.16129032258064516
604,0c5a1e79-6e47-4293-acff-15e2c05c5fa6,"Draper, Inc.",2,US,38,35,16,0.42105263157894735,5,3,0,0,8,5,31,0,0.2631578947368421,0.09615384615384616,0.057692307692307696,0.0,0.0,0.15384615384615385,0.09615384615384616,0.5961538461538461,0.0
605,1193cb26-788a-40f8-b2ba-13334c962b54,Environmental Systems Research Institute (ESRI),2,US,52,205,1,0.019230769230769232,5,13,10,0,3,1,34,5,0.2692307692307692,0.07042253521126761,0.18309859154929578,0.14084507042253522,0.0,0.04225352112676056,0.014084507042253521,0.4788732394366197,0.07042253521126761
606,127d6371-5994-4a20-b152-61944c6749d8,"Telepharmacy Solutions, Inc.",2,US,13,12,4,0.3076923076923077,0,0,0,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
607,12ed7e73-6000-4f2a-bd2c-dd4b04a0bd0c,Shturman Cardiology Systems,2,US,11,8,2,0.18181818181818182,10,1,0,0,0,0,0,0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
608,148fb0b1-c0b9-4c33-8d33-474cf3267dd6,Whitaker & Company,2,US,388,1439,1,0.002577319587628866,5,11,4,0,0,9,35,326,0.005154639175257732,0.01282051282051282,0.028205128205128206,0.010256410256410256,0.0,0.0,0.023076923076923078,0.08974358974358974,0.8358974358974359
609,1e06fe3a-9f3f-44c8-be22-d47c4d7e1bbd,"R2 Technology, Inc.",2,US,26,24,4,0.15384615384615385,5,0,0,0,0,0,26,1,0.19230769230769232,0.15625,0.0,0.0,0.0,0.0,0.0,0.8125,0.03125
610,1f85f224-049a-4f18-b0ad-03147d8a8e7c,CREE LIGHTING COMPANY,2,US,8,11,2,0.25,0,0,0,0,0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.875
611,1fcf17fc-565e-45fd-92cc-e5399660c4f5,"MEDTRONIC MINIMED, INC.",2,US,836,499,10,0.011961722488038277,725,35,44,0,0,26,260,59,0.31698564593301437,0.6309834638816362,0.030461270670147953,0.038294168842471714,0.0,0.0,0.022628372497824196,0.22628372497824195,0.05134899912967798
612,208b5147-b977-42f9-81dd-519a9365131a,Baxter Aktiengesellschaft,3,AT,70,162,5,0.07142857142857142,47,2,34,0,0,0,3,0,0.21428571428571427,0.5465116279069767,0.023255813953488372,0.3953488372093023,0.0,0.0,0.0,0.03488372093023256,0.0
613,22d844f6-87f3-4a34-8d56-2345c529a213,Stryker Spine,3,FR,104,78,5,0.04807692307692308,103,3,0,0,0,0,0,0,0.019230769230769232,0.9716981132075472,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.0
614,23da9911-b9f8-4bc5-93e0-7e9ace61abe6,University of Wales College of Medicine,3,GB,12,36,1,0.08333333333333333,6,0,6,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
615,24959b2e-642a-471d-952f-69c9e042e160,"VMWARE, INC.",2,US,2708,2268,1508,0.5568685376661743,3,9,9,0,0,1,2467,1013,0.2861890694239291,0.0008566533409480297,0.002569960022844089,0.002569960022844089,0.0,0.0,0.00028555111364934324,0.7044545973729297,0.2892632781267847
618,380e5a6c-8773-4b3c-a205-9119521024d9,CONOCOPHILLIPS COMPANY,2,US,740,797,9,0.012162162162162163,4,147,246,3,248,67,186,9,0.21621621621621623,0.004395604395604396,0.16153846153846155,0.2703296703296703,0.0032967032967032967,0.2725274725274725,0.07362637362637363,0.2043956043956044,0.00989010989010989
619,3bf238b7-95d7-486a-addd-656bac318fcf,Baxter International Inc.,2,US,1352,2123,8,0.005917159763313609,931,313,245,0,3,99,198,28,0.28772189349112426,0.5123830489818382,0.17226197028068244,0.13483764446890478,0.0,0.001651073197578426,0.05448541552008806,0.10897083104017612,0.015410016510731976
620,3e994586-3ed4-4a3b-9077-028f4a3d8b0c,AstraZeneca AB,3,SE,1472,1982,1,0.0006793478260869565,1081,38,1007,0,1,1,42,3,0.4735054347826087,0.49746893695352046,0.017487344684767602,0.4634146341463415,0.0,0.0004601932811780948,0.0004601932811780948,0.019328117809479982,0.0013805798435342844
621,3fa166a2-aeff-43a6-9c8f-111f74c41f2b,Ecollege.com,2,US,9,9,6,0.6666666666666666,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
622,41ce56ff-e2ae-48f2-a186-5c882ef2d70e,Wavelight Laser Technologie AG,3,DE,15,13,7,0.4666666666666667,14,0,0,0,0,0,1,0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
625,459fc519-9a8a-4ed6-bb96-5c0fedf25e11,"D. R. Reynolds Company, Inc.",2,US,29,391,1,0.034482758620689655,1,12,13,0,1,1,2,0,0.034482758620689655,0.03333333333333333,0.4,0.43333333333333335,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0
626,467c093a-9e0b-4873-8833-f97688bed85c,"CPRx, LLC",2,US,13,11,1,0.07692307692307693,13,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,51d4bdcd-47d7-4f6f-8857-96b9e591167d,SenTec AG,3,CH,24,46,4,0.16666666666666666,5,1,0,0,0,3,17,3,0.16666666666666666,0.1724137931034483,0.034482758620689655,0.0,0.0,0.0,0.10344827586206896,0.5862068965517241,0.10344827586206896
629,532253a0-f5f5-44a5-95e5-bd30f78e8dd0,Intergraph Corporation,2,US,53,168,13,0.24528301886792453,3,1,0,0,0,0,49,7,0.09433962264150944,0.05,0.016666666666666666,0.0,0.0,0.0,0.0,0.8166666666666667,0.11666666666666667
630,53906183-6b1a-4b68-9c76-bfaaf9cb2662,"Thermo Noran, Inc.",2,US,4,9,1,0.25,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25
631,5895f8ca-ea22-4dc7-af35-49f0668ff5a5,ENDOVASCULAR DEVELOPMENT AB,3,SE,132,106,8,0.06060606060606061,127,3,1,1,0,0,0,0,0.0,0.9621212121212122,0.022727272727272728,0.007575757575757576,0.007575757575757576,0.0,0.0,0.0,0.0
632,58cd5dcd-7408-462b-b383-56e01557566c,"ZONARE MEDICAL SYSTEMS, INC.",2,US,28,27,26,0.9285714285714286,25,0,0,0,0,0,3,1,0.03571428571428571,0.8620689655172413,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.034482758620689655
633,5c2b58d6-ed1a-4727-a628-a37e2da1c4c4,Silicon Valley Factory LLC,2,US,46,142,0,0.0,1,10,2,0,0,9,21,13,0.1956521739130435,0.017857142857142856,0.17857142857142858,0.03571428571428571,0.0,0.0,0.16071428571428573,0.375,0.23214285714285715
634,5d19aac0-9aad-4742-b26c-ef4c6ca86839,Vita Special Purpose Corporation,2,US,12,16,6,0.5,11,0,2,0,0,0,0,0,0.08333333333333333,0.8461538461538461,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
635,60468607-f379-4ed8-acd3-4ae0b44d339c,"Precision Vascular Systems, Inc.",2,US,17,12,2,0.11764705882352941,16,1,0,0,0,0,0,0,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
636,607233ef-bbda-4d59-b654-47e22092b7e2,Gennum Corporation,3,CA,60,75,3,0.05,0,0,0,0,0,0,6,58,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.90625
637,630c90a5-8407-45aa-bb94-8c9db7b5f2aa,"EWI HOLDINGS, INC.",2,US,24,11,10,0.4166666666666667,0,2,0,0,0,0,16,18,0.5,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.4444444444444444,0.5
638,68151a19-4600-4ab2-818b-537b495ce451,"ST. JUDE MEDICAL, AF DIVISION, INC.",2,US,11,15,2,0.18181818181818182,11,1,0,0,0,0,0,0,0.09090909090909091,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
639,69a6f3c7-1771-4e89-b8e4-55d8edc6a58f,The United States of America as represented by the Secretary of the Navy,6,US,6740,12576,3,0.00044510385756676556,311,1225,996,89,65,872,2662,1957,0.18026706231454007,0.038033508621743914,0.14981044392809098,0.12180506298153357,0.010884187354775591,0.00794912559618442,0.10664057722881252,0.3255472667237373,0.2393298275651217
640,6b7b85b5-5a7b-4c13-8cb1-f479c60c45ee,"RICOH COMPANY, LTD.",3,JP,19881,9244,2,0.0001005985614405714,86,3846,567,11,17,261,14197,5388,0.20838992002414367,0.00352849464571452,0.157797562876954,0.02326344725721085,0.0004513190825913921,0.0006974931276412424,0.010708570959668486,0.582488819595454,0.22106429245476553
641,6e84bad8-658b-4620-b763-4aa657575494,STRYKER LEIBINGER GMBH & CO. KG,3,DE,53,55,5,0.09433962264150944,48,2,0,0,0,0,9,2,0.1509433962264151,0.7868852459016393,0.03278688524590164,0.0,0.0,0.0,0.0,0.14754098360655737,0.03278688524590164
642,781d6f3f-44c7-4a3f-b3c8-2d8e84924d66,THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,2,US,123,216,2,0.016260162601626018,79,14,63,0,2,2,23,8,0.45528455284552843,0.41361256544502617,0.07329842931937172,0.3298429319371728,0.0,0.010471204188481676,0.010471204188481676,0.12041884816753927,0.041884816753926704
645,7e77728d-1abe-4705-80ce-cfc1b61acc84,Platte Chemical Co.,2,US,15,16,2,0.13333333333333333,13,1,0,0,0,0,1,0,0.0,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
648,8ce989ea-5001-40c9-bcaa-8b40b5b641a5,NATIONAL RESEARCH COUNCIL OF CANADA,7,CA,644,1157,1,0.003105590062111801,140,114,298,8,3,7,183,109,0.2888198757763975,0.16241299303944315,0.13225058004640372,0.345707656612529,0.009280742459396751,0.0034802784222737818,0.008120649651972157,0.2122969837587007,0.12645011600928074
649,8f0b1e13-57f4-4f88-a37a-8bd2c71208be,"Emerson Energy Systems, AB",3,SE,12,20,5,0.4166666666666667,0,1,0,0,0,1,0,10,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.8333333333333334
650,8f1370ab-8c3f-4d20-96d8-0cfd9b18c4f7,CYTYC CORPORATION,2,US,147,158,13,0.08843537414965986,55,13,20,0,0,4,75,0,0.10884353741496598,0.32934131736526945,0.07784431137724551,0.11976047904191617,0.0,0.0,0.023952095808383235,0.4491017964071856,0.0
651,90e23d9f-141d-40e6-a171-ea62c22420bd,TELEFONAKTIEBOLAGET LM ERICSON (PUBL),3,SE,11,23,1,0.09090909090909091,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
652,945af616-473e-4058-b58d-d791c7a29783,PATHWAY IP SARL,3,LU,15,30,5,0.3333333333333333,13,0,0,0,0,0,2,0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0
653,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7,"Commvault Systems, Inc.",2,US,879,183,601,0.6837315130830489,0,0,0,0,0,0,869,184,0.19795221843003413,0.0,0.0,0.0,0.0,0.0,0.0,0.8252611585944919,0.17473884140550808
654,98c0ee9a-0e24-4164-a40e-49052c91b942,"Intervideo, Inc.",2,US,34,17,25,0.7352941176470589,0,0,0,0,0,0,9,26,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.7428571428571429
655,996d15e2-166e-41a5-95ae-02a9bbe7c3c9,PETRO-CANADA,3,CA,12,85,0,0.0,0,3,6,0,2,0,0,1,0.0,0.0,0.25,0.5,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333
656,9bfffece-096d-4f5b-a615-c9eb29cd6077,"Third Wave Technologies, Inc.",2,US,90,87,10,0.1111111111111111,3,2,86,0,0,0,3,0,0.044444444444444446,0.031914893617021274,0.02127659574468085,0.9148936170212766,0.0,0.0,0.0,0.031914893617021274,0.0
657,9ccc0477-4f93-4d3d-979d-5f8d3c4a9453,R. P. Scherer Technologies LLC,2,US,94,255,1,0.010638297872340425,64,36,9,0,0,3,0,0,0.1595744680851064,0.5714285714285714,0.32142857142857145,0.08035714285714286,0.0,0.0,0.026785714285714284,0.0,0.0
659,a162349b-de85-4a79-beda-0ca6cada63a8,SAINT-GOBAIN GLASS FRANCE,3,FR,836,824,6,0.007177033492822967,20,452,253,0,123,88,169,243,0.4449760765550239,0.01483679525222552,0.3353115727002967,0.18768545994065283,0.0,0.09124629080118694,0.06528189910979229,0.12537091988130564,0.18026706231454007
660,a69c3e76-ff82-4e0c-aa24-4241a7183916,"ePlus Systems, inc.",2,US,7,15,6,0.8571428571428571,0,0,0,0,0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0
