assignee_id,assignee_organization,assignee_type,assignee_lastknown_country,assignee_total_num_patents,assignee_total_num_inventors,nb_marked_patents,proportion_marked_patents
c1449770-2f1c-43b1-bda4-a068c0208ffe,CFD Research Corporation,2,US,52,50,30,0.577
c2f392b2-8e02-4415-8428-dda4789b68fe,The Pillsbury Company,2,US,292,305,20,0.068
c3490029-153e-4662-a43f-78c466315111,VidaDerm,2,US,2,4,1,0.5
c41d7e0d-39a4-418c-b74b-db506618b118,"TERARECON, INC.",2,US,47,47,30,0.638
c4bd4a76-e38e-4cca-b66a-550ba2155aa6,"Simpson Strong-Tie Company, Inc.",2,US,231,110,44,0.19
c8f7e69a-7354-40c9-99b2-f7d86232d370,"Advanced Tissue Sciences, Inc.",2,US,41,39,1,0.024
c9115245-21cb-4398-a36b-439527b17994,Stichting Centraal Diergeneeskundig Instituut,3,NL,14,18,1,0.071
cc926ce2-471c-4021-9c42-13695fc1d622,"YUYAMA MFG. CO., LTD.",3,JP,277,139,1,0.004
cd4625bb-f87b-42c0-8804-525ec50937cd,"TSI, Incorporated",2,US,137,131,2,0.015
ce22e033-646d-41fe-a18d-ceb2c0bd31e4,"Munchkin, Inc.",2,US,181,64,29,0.16
d93cf913-ea9b-4537-bf7b-b88295551cf3,"I.P.-First, L.L.C.",2,US,31,14,2,0.065
dcef72d9-1f6f-4fba-9a89-5401aca5875b,"The OR Group, Inc.",2,US,8,8,2,0.25
de2297d8-640c-4ccf-b8de-0b63af7fca18,"Bechtel BWXT Idaho, LLC",2,US,142,218,3,0.021
e284f27b-1d24-4554-b145-d71516bbe4a3,"Poly-Med, Inc.",2,US,124,34,1,0.008
e3171c8c-2669-47ef-a807-73436126f70d,"MB RESEARCH LABORATORIES, INC.",2,US,35,39,1,0.029
e319fbe3-ce0f-4381-81d0-d10be5b8a8a3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2,US,6662,7452,13,0.002
e40fdc37-2710-4676-933a-9babcf7fd3af,"Owens-Corning Fiberglas Technology, Inc.",2,US,1549,987,3,0.002
e80cf1e5-09ab-4ff1-b8d6-55008a7bcd00,Capitol Vial Inc.,2,US,18,21,1,0.056
e85b242b-2e6d-4cb8-8a10-1ae416b7324f,SMISSON-CARTLEDGE BIOMEDICAL LLC,2,US,18,17,14,0.778
ebbff1c2-e194-42e0-9aaa-a42064e06a62,"Clinical Micro Sensors, Inc.",2,US,42,35,10,0.238
ebf1eae2-b3d5-4b26-b0a4-333af02ece87,"FluoroScan Imaging Systems, Inc.",2,US,3,4,2,0.667
ed9f57e9-c0c0-4ed3-af7c-c6278d722e6f,"J&L Medical Technology Co., LTD.",3,US,16,19,2,0.125
ee8c6739-bef6-42ab-915b-33a7acf3f209,"Bath & Body Works, Inc.",2,US,88,65,1,0.011
f0fccfdb-2066-46ab-98c7-4c896c7d14b4,Rollerchair Pty Ltd.,3,AU,1,1,1,1.0
f666d059-0e6f-4581-ab97-f51e6a2fc0ce,Itamar Medical Ltd.,3,IL,15,9,12,0.8
f8fff3d4-ab91-4d8c-bfdd-b99d3f723fb2,PACTIV LLC,2,US,324,215,8,0.025
f9762b36-ba2a-4871-a2f3-0378158f0e3d,Corel Corporation,3,CA,113,141,47,0.416
fa13eacb-0252-43ca-ba57-79f9514ae812,University of Southampton,3,GB,169,314,2,0.012
fbfc1406-0cab-40ab-b71b-5d5eb2e5c2f5,"Microsemi Microwave Products, Inc.",2,US,2,3,1,0.5
fc0f2d69-1391-47eb-a192-b16f861a7fd8,LIKO RESEARCH & DEVELOPMENT AB,3,SE,52,53,14,0.269
fe8b31c9-2833-438f-a422-e5987dbfa3aa,THE CLEVELAND CLINIC FOUNDATION,2,US,849,790,6,0.007
ff471d07-9a19-4533-bb96-aad8dda61406,Disetronic Licensing AG,3,CH,89,95,9,0.101
0004b544-00ba-4d48-a9b1-072bfcac8859,CARDIA INNOVATION AB,3,SE,6,5,3,0.5
02d72dc0-f1cb-4780-a0b5-339352697d80,"Terra Prime Technologies, LLC",2,US,23,23,1,0.043
04e2c10d-9b4a-4b40-a0da-3a743283629f,"Calient Networks, Inc.",2,US,46,48,1,0.022
08e88dec-db46-4898-88e7-ac79c1ac779d,LIGHT WAVE TECHNOLOGY INC.,3,CA,37,20,3,0.081
0c5a1e79-6e47-4293-acff-15e2c05c5fa6,"Draper, Inc.",2,US,60,35,16,0.267
1193cb26-788a-40f8-b2ba-13334c962b54,Environmental Systems Research Institute (ESRI),2,US,154,205,2,0.013
127d6371-5994-4a20-b152-61944c6749d8,"Telepharmacy Solutions, Inc.",2,US,13,12,4,0.308
12ed7e73-6000-4f2a-bd2c-dd4b04a0bd0c,Shturman Cardiology Systems,2,US,23,8,2,0.087
148fb0b1-c0b9-4c33-8d33-474cf3267dd6,Whitaker & Company,2,US,1717,1439,1,0.001
1e06fe3a-9f3f-44c8-be22-d47c4d7e1bbd,"R2 Technology, Inc.",2,US,28,24,4,0.143
1f85f224-049a-4f18-b0ad-03147d8a8e7c,CREE LIGHTING COMPANY,2,US,8,11,2,0.25
1fcf17fc-565e-45fd-92cc-e5399660c4f5,"MEDTRONIC MINIMED, INC.",2,US,846,499,10,0.012
208b5147-b977-42f9-81dd-519a9365131a,Baxter Aktiengesellschaft,3,AT,130,162,5,0.038
22d844f6-87f3-4a34-8d56-2345c529a213,Stryker Spine,3,FR,112,78,5,0.045
23da9911-b9f8-4bc5-93e0-7e9ace61abe6,University of Wales College of Medicine,3,GB,20,36,1,0.05
24959b2e-642a-471d-952f-69c9e042e160,"VMWARE, INC.",2,US,2717,2268,1508,0.555
279a22fa-8d37-46d3-832e-465448c07935,Strategic Weather Services,2,US,6,25,2,0.333
2e575788-ad52-4a11-82e9-863880fbc128,"Gatx Ventures, Inc.",2,US,2,6,1,0.5
380e5a6c-8773-4b3c-a205-9119521024d9,CONOCOPHILLIPS COMPANY,2,US,750,797,9,0.012
3bf238b7-95d7-486a-addd-656bac318fcf,Baxter International Inc.,2,US,2214,2123,8,0.004
3e994586-3ed4-4a3b-9077-028f4a3d8b0c,AstraZeneca AB,3,SE,1521,1982,1,0.001
3fa166a2-aeff-43a6-9c8f-111f74c41f2b,Ecollege.com,2,US,9,9,6,0.667
41ce56ff-e2ae-48f2-a186-5c882ef2d70e,Wavelight Laser Technologie AG,3,DE,15,13,7,0.467
44689967-2b54-4b59-8b3e-e994b5b31cba,Ridge Teel Company,2,US,1,2,1,1.0
44a3984a-162b-40ba-af91-d53414eb9540,GUIDANT ENDOVASCULAR SOLUTIONS,2,US,1,5,1,1.0
459fc519-9a8a-4ed6-bb96-5c0fedf25e11,"D. R. Reynolds Company, Inc.",2,US,437,391,1,0.002
467c093a-9e0b-4873-8833-f97688bed85c,"CPRx, LLC",2,US,16,11,1,0.062
4d3f1589-2ee8-437b-9132-87e96cffb30f,"Gecko Electronique, Inc.",3,CA,4,5,1,0.25
51d4bdcd-47d7-4f6f-8857-96b9e591167d,SenTec AG,3,CH,31,46,4,0.129
532253a0-f5f5-44a5-95e5-bd30f78e8dd0,Intergraph Corporation,2,US,134,168,13,0.097
53906183-6b1a-4b68-9c76-bfaaf9cb2662,"Thermo Noran, Inc.",2,US,4,9,1,0.25
5895f8ca-ea22-4dc7-af35-49f0668ff5a5,ENDOVASCULAR DEVELOPMENT AB,3,SE,166,106,8,0.048
58cd5dcd-7408-462b-b383-56e01557566c,"ZONARE MEDICAL SYSTEMS, INC.",2,US,28,27,26,0.929
5c2b58d6-ed1a-4727-a628-a37e2da1c4c4,Silicon Valley Factory LLC,2,US,66,142,1,0.015
5d19aac0-9aad-4742-b26c-ef4c6ca86839,Vita Special Purpose Corporation,2,US,12,16,6,0.5
60468607-f379-4ed8-acd3-4ae0b44d339c,"Precision Vascular Systems, Inc.",2,US,18,12,2,0.111
607233ef-bbda-4d59-b654-47e22092b7e2,Gennum Corporation,3,CA,83,75,3,0.036
630c90a5-8407-45aa-bb94-8c9db7b5f2aa,"EWI HOLDINGS, INC.",2,US,24,11,10,0.417
68151a19-4600-4ab2-818b-537b495ce451,"ST. JUDE MEDICAL, AF DIVISION, INC.",2,US,11,15,2,0.182
69a6f3c7-1771-4e89-b8e4-55d8edc6a58f,The United States of America as represented by the Secretary of the Navy,6,US,14605,12576,3,0.0
6b7b85b5-5a7b-4c13-8cb1-f479c60c45ee,"RICOH COMPANY, LTD.",3,JP,25721,9244,2,0.0
6e84bad8-658b-4620-b763-4aa657575494,STRYKER LEIBINGER GMBH & CO. KG,3,DE,54,55,5,0.093
781d6f3f-44c7-4a3f-b3c8-2d8e84924d66,THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND,2,US,190,216,2,0.011
7bcc1a36-e4bc-4f97-a98d-385c3162f68c,"Trrarecon, Inc.",2,US,1,6,1,1.0
7d797b69-35b0-407a-95cf-e1173c23b769,"Image Vault, LLC",2,US,2,3,2,1.0
7e77728d-1abe-4705-80ce-cfc1b61acc84,Platte Chemical Co.,2,US,22,16,2,0.091
8763a569-d54e-444f-b0ab-9fb1975b66c3,"Hatch Medical, L.L.C.",2,US,3,4,1,0.333
8bf22f40-76fd-4015-8706-c44a45532bec,"Streck Laboratoreis, Inc.",2,US,1,2,1,1.0
8ce989ea-5001-40c9-bcaa-8b40b5b641a5,NATIONAL RESEARCH COUNCIL OF CANADA,7,CA,870,1157,3,0.003
8f0b1e13-57f4-4f88-a37a-8bd2c71208be,"Emerson Energy Systems, AB",3,SE,12,20,5,0.417
8f1370ab-8c3f-4d20-96d8-0cfd9b18c4f7,CYTYC CORPORATION,2,US,161,158,13,0.081
90e23d9f-141d-40e6-a171-ea62c22420bd,TELEFONAKTIEBOLAGET LM ERICSON (PUBL),3,SE,13,23,1,0.077
945af616-473e-4058-b58d-d791c7a29783,PATHWAY IP SARL,3,LU,30,30,5,0.167
97a8f6bd-38ac-4f23-b97a-586e05a7f1b7,"Commvault Systems, Inc.",2,US,882,183,602,0.683
98c0ee9a-0e24-4164-a40e-49052c91b942,"Intervideo, Inc.",2,US,34,17,25,0.735
996d15e2-166e-41a5-95ae-02a9bbe7c3c9,PETRO-CANADA,3,CA,59,85,2,0.034
9bfffece-096d-4f5b-a615-c9eb29cd6077,"Third Wave Technologies, Inc.",2,US,102,87,10,0.098
9ccc0477-4f93-4d3d-979d-5f8d3c4a9453,R. P. Scherer Technologies LLC,2,US,187,255,1,0.005
9cff6ec7-8e37-40a5-9042-7f0368c1985c,OTV Societe Anonyme,3,FR,2,3,1,0.5
a162349b-de85-4a79-beda-0ca6cada63a8,SAINT-GOBAIN GLASS FRANCE,3,FR,868,824,6,0.007
a69c3e76-ff82-4e0c-aa24-4241a7183916,"ePlus Systems, inc.",2,US,8,15,6,0.75
ac6ea4ef-3444-45f9-988e-316306a143e3,"Hamilton Beach\/Procter-Silex, Inc.",2,US,7,10,2,0.286
ac8240e2-02b0-42b0-92de-dc6a375176fa,Edge-Works Manufacturing Company,2,US,84,62,8,0.095
ad691895-3691-48a5-bfa3-d7239c61b5b6,PROFILE PRODUCTS LLC,2,US,31,26,1,0.032
ad7fd148-82b8-4030-a9a5-66a30e201064,E I DU PONT DE NEMOURS AND COMPANY,2,US,16017,8504,10,0.001
b15390f1-4cc5-4b70-8c0d-829e78be29a1,Guidant Cardiac Surgery Group,2,US,1,5,1,1.0
b2f2b343-0e52-4b60-b3b0-4d992a4bb67e,MicroCal LLC,2,US,5,3,2,0.4
b3e7ca7f-76e7-4105-ae29-10bec4dea419,"Sensors For Medicine and Science, Inc.",2,US,34,28,15,0.441
b5cf8e0b-f523-42c8-ac00-6f5d9c901912,APEX INDUSTRIAL TECHNOLOGIES LLC,2,US,259,263,2,0.008
b718ae69-cf1e-4673-8647-6e49b1b44009,"BIOLUCENT, LLC",2,US,10,5,6,0.6
b8cff755-f4cd-429a-be76-5d2dcb09225b,Shriners Hospitals for Children,2,US,44,45,8,0.182
ba97096a-a5c9-41a9-b382-dadc0f75a971,TNO Automotive,3,NL,3,7,3,1.0
bf0544c9-3459-4243-9832-f0f9458fb63c,"Advanced Medical Optics, Inc.",2,US,112,93,17,0.152
bfa27f97-becb-4689-9a81-4fe89c6243f9,CV Holdings LLC,2,US,3,10,1,0.333
c095e40b-78ff-4017-9a12-fb41b963be23,"Welch Allyn Protocol, Inc.",2,US,6,12,5,0.833
c0fe0489-dafe-4560-9626-04fa7afa5fc9,RADIUS SYSTEMS LIMITED,3,GB,81,76,1,0.012
c3771981-82de-4a63-b7ef-8322ff8ce086,Veritas Operating Corporation,2,US,167,160,69,0.413
c9e8793b-b33e-4558-80fa-ea8df8af057a,CIAS Inc.,2,US,18,5,5,0.278
caaae776-a815-459b-81b2-570f71e23533,"University of Georgia Research Foundation, Inc.",2,US,862,1006,1,0.001
cc87b739-0a69-4b1f-ad9b-caf37155e24d,Duke University,2,US,1508,1702,4,0.003
cee89a63-b695-4b11-a349-cca76e5805b8,"GLT TECHNOVATIONS, LLC",2,US,3,5,2,0.667
d2dc2347-1e40-4c8c-a132-2fa09bd8482f,"Response Genetics, Inc.",2,US,16,3,15,0.938
d2de45c7-a743-4a50-8482-246088e10441,Eppendorf AG,3,DE,196,201,56,0.286
d2fd0378-5326-4734-9592-67fbb349406a,"Gel Products, Inc.",2,US,8,6,3,0.375
d4cc3245-a505-4c78-b450-6ebf0d48e27f,NextRx Corporation,2,US,4,5,2,0.5
d9a8f555-0e11-41ae-a4b5-53655c3f73aa,Novacept,2,US,9,16,2,0.222
deb743d1-19f9-419c-92ca-197495a6e284,Technique D'Usinage Sinlab Inc.,3,CA,5,1,5,1.0
df2aae77-fad6-4423-8a65-0598e147676d,VON ARX AG,3,CH,21,9,5,0.238
df55fa2f-fba5-420e-8748-0ca248fb02f2,"PITCO FRIALATOR, INC.",2,US,25,25,1,0.04
e65ad2a7-760f-4145-98f9-bb6a0e5e1738,LUMINEX CORPORATION,2,US,159,98,36,0.226
ea9d9cfc-99b9-4fc8-aa12-9a5edb39a776,Schering-Plough Veterinary Corporation,2,US,9,14,1,0.111
ef2080f0-4d71-4911-a314-968dee001162,Multi-Fluid ASA,3,NO,1,2,1,1.0
f1565964-9f78-498c-9c74-76a06b1487ce,Englehard Corporation,2,US,10,29,1,0.1
f2cca1b7-4fe5-4ea4-a574-0ea56ae3d5b0,"Alpha Omega International, Inc.",2,US,7,4,3,0.429
f6256856-45f4-424d-bdc3-e1b1393bbd89,Autolitt Inc.,3,CA,1,4,1,1.0
f8affce4-c581-42d0-97a3-22760c12056e,Zaidan Hojin Biseibutsu Kagaku Kenkyu Kai,3,JP,219,214,1,0.005
f9080035-022d-4238-9785-a23b66f2db28,"Innova Pure Water, Inc.",2,US,20,13,1,0.05
fad5e793-8779-462e-81e1-abfeba60cba8,"Reiker Enterprises of Northwest Florida, Inc.",2,US,13,3,1,0.077
fd1776a1-971e-49ce-8ee5-6a8c72ae1496,Fugasity Corporation,2,US,2,5,1,0.5
fd44be86-533f-4a6d-9319-2d1c5e49aa8c,Spotfire AB,3,SE,6,18,3,0.5
0059a619-22f8-426b-8253-79d6e8a28313,"Amesbury Group, Inc.",2,US,86,58,21,0.244
0299ee1e-317c-44bd-a7be-35775be8dc5b,"MKS Instruments, Inc.",2,US,457,389,9,0.02
0bf516dd-fe0d-4acf-ae5d-3143cf7a2619,QNX Software Systems Limited,3,CA,143,66,88,0.615
0c35908f-191b-49b4-8fee-0f23bd3d85c4,Shuffle Master GmbH & Co KG,3,AT,202,82,32,0.158
0c5978e0-e514-494a-b57e-45ab22d63d16,Innovative Design Solutions LLC,2,US,23,30,9,0.391
0dbb0ffe-487c-4817-8766-211a5762bdcd,Genetix Limited,3,US,28,30,4,0.143
0e65cf6e-39a4-48a7-aa8e-3abc7616489a,Galen (Chemicals) Limited,3,IE,7,13,1,0.143
11f76a2a-95da-4958-962b-741105ebdba1,"Olympus Optical Co., Ltd.",3,JP,5787,2379,2,0.0
1206488c-674b-45e5-9efb-89c61e34c36c,GRAFTcath Inc.,2,US,1,1,1,1.0
174a3506-f418-4709-90ac-d8fbe41fcf65,"Ansell Medical Sdn, Bhd.",3,MY,1,8,1,1.0
1925212a-01c7-41fd-a81c-85e8e6b49c00,Humanscale Corporation,2,US,79,66,24,0.304
1d913ae5-31c5-4ebc-ba3b-bb68961f904c,"UNITED STATE ENDOSCOPY GROUP, INC.",2,US,51,45,21,0.412
23c82486-a35f-4fd9-9358-9316f65c7bf1,LUCIGEN CORPORATION,2,US,8,17,3,0.375
24e0b794-e90b-4818-aaac-f51fc6e1dd80,INTELLIGENT MECHATRONIC SYSTEMS INC.,3,CA,45,28,37,0.822
25b076bb-9478-4131-b550-a867bfb1920f,GENERAL ELECTRIC COMPANY,2,US,48544,30804,7,0.0
29cade97-d2c6-40a7-bbaf-f67005aa96c8,CardioDynamics International Corporation,2,US,13,15,1,0.077
2a09b99f-c475-49fe-87d9-33d1c47a0359,Intergraph Hardware Technologies Company,2,US,9,22,1,0.111
2ced8e26-148a-4dac-9ebb-3e3a51f50fba,Thermo Electron Scientific Instruments LLC,2,US,65,72,32,0.492
32facef3-f1d3-4e28-8458-06ec6e9e1ff8,"Corporate Safe Specialists, Inc.",2,US,5,7,5,1.0
33965476-bebd-4c73-b605-ee842ac9d94f,SCHERING CORPORATION,2,US,3231,2557,4,0.001
3684165c-4cec-4cd2-9bc9-73c839254833,Syneron Medical Ltd.,3,IL,79,37,28,0.354
3afb000c-be57-4414-a26b-59ab5e580f12,"Pivia, Inc.",2,US,3,8,2,0.667
3d09dc09-9f1e-478e-8822-6e7e3f2d5d4d,Biosense Webster (Israel) Ltd.,3,IL,920,380,93,0.101
3d0ae7fb-379d-44cc-8bc0-4e5fca10b01c,Crown Equipment Corporation,2,US,408,300,1,0.002
3d63f3f5-6fef-4547-b0ad-651d539cd71b,"Aerotech, Inc.",2,US,48,38,1,0.021
3e138f1c-3aab-4e4f-9de2-d26f0e9937f2,Quadrant Drug Delivery Limited,3,GB,19,17,2,0.105
409d8854-e4b4-414a-b322-335771c0874b,"Lifeloc Technologies, Inc.",2,US,10,15,4,0.4
43700bb7-7c7e-4ec6-8548-6f8c8b155b58,TransPharma Medical Ltd.,3,IL,18,11,1,0.056
46fe53fb-3e6e-480a-95c1-1e8bc267964b,"Concorde Microsystems, Inc.",2,US,2,2,1,0.5
48b385fe-36ad-4787-a7af-4c510712dd9c,,4,US,2,1,1,0.5
48c44d29-669f-4f52-a34d-273d5cb728cf,"Mindspeed Technologies, LLC.",2,US,264,204,6,0.023
4a7e53d6-a85e-47e0-960f-0272d09ddb36,"NuVasive, Inc.",2,US,499,247,174,0.349
4c21eab2-377e-4bdf-8332-a5db25206309,INSULET CORPORATION,2,US,67,55,6,0.09
4d8d70c6-dd05-44f4-83e0-6700391d1f4f,"ULTRADENT PRODUCTS, INC.",2,US,326,86,6,0.018
4f411b76-07ae-4e26-b12e-aebfed979eb9,Jomed GmbH,3,DE,22,29,3,0.136
517f4bb2-12b7-4f29-ab79-3fb72c27b7f6,The McLean Hospital Corporation,2,US,116,109,4,0.034
5a005f25-3850-4c0e-8ca5-9b2005a3cb85,Sensus Technologies Inc.,2,,1,8,1,1.0
5a2b6dd1-777d-4997-8f42-b363dca4eb11,HÃƒÂ¼nter Engineering Company,2,US,1,2,1,1.0
5c419222-092d-41ad-9d2f-9be0eff18033,Audiovox Corporation,2,US,136,79,56,0.412
5e371923-846b-4342-aacc-76835235b091,Cardio Connector Corp.,2,US,1,1,1,1.0
5eeabd9e-3458-439d-b0f4-54c51559e597,"KING SHOW GAMES, INC.",2,US,18,9,15,0.833
60ba19c7-4a18-4484-bd1c-b640d0906669,"Co-Diagnostics, Inc.",2,US,40,74,1,0.025
6a6fd4ba-51d2-4d17-9b21-05f27b6a6845,"MORTARA INSTRUMENT, INC.",2,US,17,11,6,0.353
6b942094-f7ba-4dd5-8c6a-d71d45e9da3c,CONCENTRIC AG CORPORATION,2,US,42,31,9,0.214
6de96550-288d-40ea-b2b5-9be7a4df12df,JETHEAT LLC,2,US,2,4,1,0.5
72907fdb-6b18-499f-9149-b91463ba625f,"RGF, Inc.",2,US,1,3,1,1.0
74e19ae6-e751-4ead-9591-28dcc2753c7d,"Stereotaxis, Inc.",2,US,132,52,3,0.023
79d601d5-6a59-4944-839b-8eec187b740a,Sandel Medical Industries LLC,2,US,11,12,2,0.182
7efcf17d-e1ff-43d7-9164-5a0dafb8774d,"Touch Panel Systems, K.K.",3,JP,7,15,7,1.0
80137649-2ef5-429c-8c82-e45bfba1ab9c,"TAISEI PLAS CO., LTD.",3,JP,32,10,1,0.031
81c221e8-19a9-4c65-891f-20c821480e3b,FISHER & PAYKEL HEALTH LIMITED,3,NZ,139,132,4,0.029
82b1ed5c-d999-4152-9eb9-e7abe13f3c5b,Hemasure Denmark A\/S,3,DK,1,2,1,1.0
84f984fa-f7e7-4103-ab0c-f0c1c41561f6,Stargames Corporation Pty Limited,3,AU,3,11,1,0.333
8e010283-5806-449e-9874-a042d40546f4,Managesoft Corporation Limited,3,AU,2,6,1,0.5
8e8a9e74-1557-4bc5-8342-14e75eb907c0,LBP Manufacturing LLC,2,US,63,24,16,0.254
8ee2662d-025a-4001-af87-8d98152ad877,"Incisive Surgical, Inc.",2,US,20,11,14,0.7
95d5617b-9076-46b1-a34f-838bd8cd4721,"Cambridge Applied Systems, Inc.",2,US,4,3,1,0.25
98fe7b60-835a-4c1a-afdd-14c29dd4a684,"S3 Graphics Co., Ltd.",3,unknown,55,55,7,0.127
9a4bc32e-5a6e-4127-9cfa-08560413e82b,"Fireking International, Inc.",2,US,8,11,6,0.75
9d108dfa-8b88-4b86-84e2-a9001634e972,"Assure Systems, Inc.",2,US,4,1,1,0.25
9d63597d-c364-4742-9e78-057806ca988c,,4,US,18,13,1,0.056
9d7644f0-8a29-4fd3-a8cc-375015db30a7,"TherOx, Inc.",2,US,53,25,7,0.132
9dd8c874-99d9-494c-a3e0-45bc63f21529,"Magnetek, Inc.",2,US,113,107,9,0.08
a0a5aad0-0134-4891-acfa-fd4e9e6bc24d,Coding Technologies Sweden AB,3,SE,13,8,13,1.0
a17eb019-dada-479b-a5ef-cd882e1e9d55,UTI Limited Parternship,3,US,1,2,1,1.0
a2736e6f-1f4a-4ef6-add2-d0fde431fea6,"Indiana Soybean Board, Inc.",2,US,7,5,1,0.143
a7fab418-26fc-48e3-9a0d-a7d7626c32f3,"Miwatec Co., Ltd.",3,JP,7,13,2,0.286
abbd34d9-0aa4-4ce5-b627-1a4a9fbddf56,H.E.B. LLC,2,US,6,7,1,0.167
ac8f1631-d851-45ed-b3a9-ec9f0241a888,"Lifecor, Inc.",2,US,11,13,1,0.091
ad45ad88-d967-4289-9c54-91cd835fda4c,Callaway Golf Company,2,US,1928,346,41,0.021
b0a10b0e-39a8-46b2-9b8a-743baa0f310c,Appied Medical Resources Corporation,2,US,1,2,1,1.0
c3af414b-daa4-4510-bf5e-37203a9489e7,"PALOMAR MEDICAL TECHNOLOGIES, LLC",2,US,76,61,7,0.092
c514ad59-8f6d-4a0a-bdc9-bea16777d8e5,VITA (EUROPE) LIMITED,3,US,7,15,1,0.143
c6e4f4de-9f6a-4cd4-8ea5-faf44ee16c0d,Munters Europe AB,3,SE,1,3,1,1.0
cca0f3a6-c806-4644-8e33-e5fa70d9cc78,,4,US,4,1,2,0.5
cdcabc93-0ab7-451c-8342-0637db605702,University of Leicester,3,GB,66,119,1,0.015
cdcd2d3f-4790-4e99-b287-603afc472721,Hirschmann Electronics GmbH,3,DE,37,39,9,0.243
d0fbb159-ab68-4487-b94e-994cf7f57b60,"ADVANCED MICRO DEVICES, INC.",2,US,11537,4570,1,0.0
d1a112f3-b93b-494f-8e65-99df34df6ca8,"Medicine Lodge, Inc.",2,US,49,33,2,0.041
d43d8233-db43-427c-93ae-86a341925995,BINOPTICS,3,BE,36,12,20,0.556
d68b4ca1-63c3-4fb5-8f9d-e8be384c8d50,"Venetech International, Inc.",2,US,2,3,2,1.0
d8435b5d-9173-4b90-b331-c84cb0c482b3,Logitech Europe S.A.,3,CH,821,782,54,0.066
db33f3e2-58c5-4337-9848-2836eb23cbf4,"Sterling Medivations, Inc.",2,US,13,9,4,0.308
ded88fb9-47f0-453a-82fe-763ab08de947,Alsius Corporation,2,US,73,31,4,0.055
e0a47f9b-6567-4486-a7a3-49c92f55b80c,"LightLab Imaging, Inc.",2,US,84,43,8,0.095
e0cece10-9c4a-42bc-8c1d-3a0feda18da8,"Janin Group, Inc.",2,US,5,2,1,0.2
e3d42281-2b86-437a-80a6-2a55b1878c52,U.S. Pipe and Foundry Company,2,US,4,8,2,0.5
e6c9387d-0df1-47d0-973f-4f41ae9685c5,"Welch Allyn Data Collection, Inc.",2,US,25,51,2,0.08
e9157085-4228-4000-bcd5-3e14c66a2fca,Northwestern University,2,US,1530,1950,1,0.001
ea4772d4-1648-4d80-ac63-b537aae4a637,DePuy Acromed,2,US,84,134,1,0.012
eb0ba72b-149a-43e7-8b2f-2b51ea415207,UNIVERSITY OF CONNECTICUT,2,US,599,714,5,0.008
ed5470b2-6c19-46cb-ba9d-0ad2cc55b090,"Keurig, Incorporated",2,US,44,59,17,0.386
f02249e6-1f0c-4be6-ac92-0d9c4e673e44,Braun GmbH,3,DE,1481,975,9,0.006
f02a87a6-76d8-48c5-9883-800505939bce,Bohlin Instruments Limited,3,GB,3,3,1,0.333
f11a704c-1761-46ef-9a8a-6c038abb2197,Ermerson Energy Systems AB,3,,1,2,1,1.0
f3886739-407b-436a-9102-9368a4d8f210,"MOTOROLA SOLUTIONS, INC.",2,US,21956,13924,1,0.0
f39637f8-f2d8-4b4a-a5ee-9b2664719afd,Applied Medical Resources Corporation,2,US,409,199,70,0.171
f6912b75-8f15-44dd-8dfb-9a00a82d5775,COGNOS INCORPORATED,3,CA,34,61,1,0.029
f743275d-c477-4142-8442-c0139f3cd23f,"SUROS SURGICAL SYSTEMS, INC.",2,US,55,27,13,0.236
fc56133d-4e7b-4be5-8421-b656f913b5ae,Amarr Garage Doors,2,US,5,5,1,0.2
0312535f-67d5-491c-91ea-7e3f9e7fe385,Immunex Corporation,2,US,447,179,9,0.02
086bda80-2989-4879-a1e7-5e1a8e8d3ba7,Darwin Discovery Limited,2,US,89,71,2,0.022
0a705f7b-3749-42b1-9e39-de2ecfed7d01,"Cosco Management, Inc.",2,US,323,174,6,0.019
0b3ea766-665b-4c57-9b87-c7bc729847ae,ZOLL Medical Corporation,2,US,453,192,57,0.126
0d09c146-652b-4837-a104-8be9568d4bac,Polyganics IP B.V.,3,NL,6,18,3,0.5
0d82bd4a-f0ff-4776-b123-2758ab39a672,"Zirchrom Separations, Inc.",2,US,2,8,2,1.0
0de95ccf-2f2f-4412-8635-3308dd867078,"Lantronix, Inc.",2,US,39,17,14,0.359
1018eb4d-0a4b-42a7-8f80-63c1dba60f80,ELDEC Corporation,2,US,58,54,1,0.017
107287b9-0228-4b4a-9a7d-b30325fac2b4,BAYLOR COLLEGE OF MEDICINE,2,US,490,688,1,0.002
13a7ffcc-1284-473f-b0c0-ea7887d0f0fc,"Micron Technology, Inc.",2,US,28907,4260,3,0.0
1691ce63-0dc5-42cc-832e-aab9e4b319c2,"Cooligy, Inc.",2,US,46,45,38,0.826
17562053-4896-4afb-aaab-c57891d09d1a,"Volcano Therapeutics, Inc.",2,US,9,23,5,0.556
182e3521-b74f-4849-af64-2662805b84c9,LINEWEIGHT LLC,2,US,50,11,16,0.32
1b2e9c79-3ccb-4540-bfed-d99db39f7cf2,The University of British Columbia,3,CA,797,1093,3,0.004
1dd7d68c-98d8-4bf4-9aa6-0ebb12674d14,Schering-Plough Animal Health Corporation,2,US,30,50,2,0.067
1fb6de62-cd57-4140-92d0-97fb792f6905,PANALYTICAL B.V.,3,NL,32,46,28,0.875
